pair_id,query_side,target_qid,question,golds,candidate_id,candidate_title,text,verdict,is_irrelevant,verdict_parse_ok,cached
56e1c720e3433e140042316a__56e1c720e3433e140042316b,A,56e1c720e3433e140042316a,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?,['computation time'],c17ef7adcab459b9,Private_school,"In the Philippines, the private sector has been a major provider of educational services, accounting for about 7.5% of primary enrollment, 32% of secondary enrollment and about 80% of tertiary enrollment. Private schools have proven to be efficient in resource utilization. Per unit costs in private schools are generally lower when compared to public schools. This situation is more evident at the tertiary level. Government regulations have given private education more flexibility and autonomy in recent years, notably by lifting the moratorium on applications for new courses, new schools and conversions, by liberalizing tuition fee policy for private schools, by replacing values education for third and fourth years with English, mathematics and natural science at the option of the school, and by issuing the revised Manual of Regulations for Private Schools in August 1992.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,B,56e1c720e3433e140042316b,In what expression can one expect to find DTIME(n),['DTIME(n2)'],c17ef7adcab459b9,Private_school,"In the Philippines, the private sector has been a major provider of educational services, accounting for about 7.5% of primary enrollment, 32% of secondary enrollment and about 80% of tertiary enrollment. Private schools have proven to be efficient in resource utilization. Per unit costs in private schools are generally lower when compared to public schools. This situation is more evident at the tertiary level. Government regulations have given private education more flexibility and autonomy in recent years, notably by lifting the moratorium on applications for new courses, new schools and conversions, by liberalizing tuition fee policy for private schools, by replacing values education for third and fourth years with English, mathematics and natural science at the option of the school, and by issuing the revised Manual of Regulations for Private Schools in August 1992.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,A,56e1c720e3433e140042316a,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?,['computation time'],d0340f7215724f23,Huguenot,"By 1620 the Huguenots were on the defensive, and the government increasingly applied pressure. A series of three small civil wars known as the Huguenot rebellions broke out, mainly in southwestern France, between 1621 and 1629. revolted against royal authority. The uprising occurred a decade following the death of Henry IV, a Huguenot before converting to Catholicism, who had protected Protestants through the Edict of Nantes. His successor Louis XIII, under the regency of his Italian Catholic mother Marie de' Medici, became more intolerant of Protestantism. The Huguenots respond by establishing independent political and military structures, establishing diplomatic contacts with foreign powers, and openly revolting against central power. The rebellions were implacably suppressed by the French Crown.[citation needed]",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,B,56e1c720e3433e140042316b,In what expression can one expect to find DTIME(n),['DTIME(n2)'],d0340f7215724f23,Huguenot,"By 1620 the Huguenots were on the defensive, and the government increasingly applied pressure. A series of three small civil wars known as the Huguenot rebellions broke out, mainly in southwestern France, between 1621 and 1629. revolted against royal authority. The uprising occurred a decade following the death of Henry IV, a Huguenot before converting to Catholicism, who had protected Protestants through the Edict of Nantes. His successor Louis XIII, under the regency of his Italian Catholic mother Marie de' Medici, became more intolerant of Protestantism. The Huguenots respond by establishing independent political and military structures, establishing diplomatic contacts with foreign powers, and openly revolting against central power. The rebellions were implacably suppressed by the French Crown.[citation needed]",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,A,56e1c720e3433e140042316a,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?,['computation time'],1d83d2e50ebd60d9,Doctor_Who,"A different arrangement was recorded by Peter Howell for season 18 (1980), which was in turn replaced by Dominic Glynn's arrangement for the season-long serial The Trial of a Time Lord in season 23 (1986). Keff McCulloch provided the new arrangement for the Seventh Doctor's era which lasted from season 24 (1987) until the series' suspension in 1989. American composer John Debney created a new arrangement of Ron Grainer's original theme for Doctor Who in 1996. For the return of the series in 2005, Murray Gold provided a new arrangement which featured samples from the 1963 original with further elements added; in the 2005 Christmas episode ""The Christmas Invasion"", Gold introduced a modified closing credits arrangement that was used up until the conclusion of the 2007 series.[citation needed]",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,B,56e1c720e3433e140042316b,In what expression can one expect to find DTIME(n),['DTIME(n2)'],1d83d2e50ebd60d9,Doctor_Who,"A different arrangement was recorded by Peter Howell for season 18 (1980), which was in turn replaced by Dominic Glynn's arrangement for the season-long serial The Trial of a Time Lord in season 23 (1986). Keff McCulloch provided the new arrangement for the Seventh Doctor's era which lasted from season 24 (1987) until the series' suspension in 1989. American composer John Debney created a new arrangement of Ron Grainer's original theme for Doctor Who in 1996. For the return of the series in 2005, Murray Gold provided a new arrangement which featured samples from the 1963 original with further elements added; in the 2005 Christmas episode ""The Christmas Invasion"", Gold introduced a modified closing credits arrangement that was used up until the conclusion of the 2007 series.[citation needed]",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,A,56e1c720e3433e140042316a,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?,['computation time'],8873a584be5afd91,American_Broadcasting_Company,"As far as programming is concerned, four of ABC's marquee shows of the 1970s ended their runs during the mid-1980s: Laverne & Shirley ended its run in 1983, Happy Days and Three's Company ended in 1984 (with the latter producing a short-lived spinoff that year), while The Love Boat ended its run in 1986. After nearly a decade of ratings trouble, NBC had regained the ratings lead among the Big Three networks in 1984 on the success of series such as The Cosby Show, Cheers and Miami Vice. To counteract NBC, ABC decided to refocus itself on comedies and family-oriented series beginning in the mid-1980s including Mr. Belvedere, Roseanne, Who's the Boss?, Just the Ten of Us, The Wonder Years, Full House and Perfect Strangers.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,B,56e1c720e3433e140042316b,In what expression can one expect to find DTIME(n),['DTIME(n2)'],8873a584be5afd91,American_Broadcasting_Company,"As far as programming is concerned, four of ABC's marquee shows of the 1970s ended their runs during the mid-1980s: Laverne & Shirley ended its run in 1983, Happy Days and Three's Company ended in 1984 (with the latter producing a short-lived spinoff that year), while The Love Boat ended its run in 1986. After nearly a decade of ratings trouble, NBC had regained the ratings lead among the Big Three networks in 1984 on the success of series such as The Cosby Show, Cheers and Miami Vice. To counteract NBC, ABC decided to refocus itself on comedies and family-oriented series beginning in the mid-1980s including Mr. Belvedere, Roseanne, Who's the Boss?, Just the Ten of Us, The Wonder Years, Full House and Perfect Strangers.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,A,56e1c720e3433e140042316a,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?,['computation time'],20b577df37995791,Prime_number,"There are hints in the surviving records of the ancient Egyptians that they had some knowledge of prime numbers: the Egyptian fraction expansions in the Rhind papyrus, for instance, have quite different forms for primes and for composites. However, the earliest surviving records of the explicit study of prime numbers come from the Ancient Greeks. Euclid's Elements (circa 300 BC) contain important theorems about primes, including the infinitude of primes and the fundamental theorem of arithmetic. Euclid also showed how to construct a perfect number from a Mersenne prime. The Sieve of Eratosthenes, attributed to Eratosthenes, is a simple method to compute primes, although the large primes found today with computers are not generated this way.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,B,56e1c720e3433e140042316b,In what expression can one expect to find DTIME(n),['DTIME(n2)'],20b577df37995791,Prime_number,"There are hints in the surviving records of the ancient Egyptians that they had some knowledge of prime numbers: the Egyptian fraction expansions in the Rhind papyrus, for instance, have quite different forms for primes and for composites. However, the earliest surviving records of the explicit study of prime numbers come from the Ancient Greeks. Euclid's Elements (circa 300 BC) contain important theorems about primes, including the infinitude of primes and the fundamental theorem of arithmetic. Euclid also showed how to construct a perfect number from a Mersenne prime. The Sieve of Eratosthenes, attributed to Eratosthenes, is a simple method to compute primes, although the large primes found today with computers are not generated this way.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,A,56e1c720e3433e140042316a,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?,['computation time'],2614908637c6c056,Pharmacy,"In Japan, at the end of the Asuka period (538–710) and the early Nara period (710–794), the men who fulfilled roles similar to those of modern pharmacists were highly respected. The place of pharmacists in society was expressly defined in the Taihō Code (701) and re-stated in the Yōrō Code (718). Ranked positions in the pre-Heian Imperial court were established; and this organizational structure remained largely intact until the Meiji Restoration (1868). In this highly stable hierarchy, the pharmacists—and even pharmacist assistants—were assigned status superior to all others in health-related fields such as physicians and acupuncturists. In the Imperial household, the pharmacist was even ranked above the two personal physicians of the Emperor.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,B,56e1c720e3433e140042316b,In what expression can one expect to find DTIME(n),['DTIME(n2)'],2614908637c6c056,Pharmacy,"In Japan, at the end of the Asuka period (538–710) and the early Nara period (710–794), the men who fulfilled roles similar to those of modern pharmacists were highly respected. The place of pharmacists in society was expressly defined in the Taihō Code (701) and re-stated in the Yōrō Code (718). Ranked positions in the pre-Heian Imperial court were established; and this organizational structure remained largely intact until the Meiji Restoration (1868). In this highly stable hierarchy, the pharmacists—and even pharmacist assistants—were assigned status superior to all others in health-related fields such as physicians and acupuncturists. In the Imperial household, the pharmacist was even ranked above the two personal physicians of the Emperor.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,A,56e1c720e3433e140042316a,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?,['computation time'],f3b1e19e4395205c,Islamism,"The interpretation of Islam promoted by this funding was the strict, conservative Saudi-based Wahhabism or Salafism. In its harshest form it preached that Muslims should not only ""always oppose"" infidels ""in every way,"" but ""hate them for their religion ... for Allah's sake,"" that democracy ""is responsible for all the horrible wars of the 20th century,"" that Shia and other non-Wahhabi Muslims were infidels, etc. While this effort has by no means converted all, or even most Muslims to the Wahhabist interpretation of Islam, it has done much to overwhelm more moderate local interpretations, and has set the Saudi-interpretation of Islam as the ""gold standard"" of religion in minds of some or many Muslims.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,B,56e1c720e3433e140042316b,In what expression can one expect to find DTIME(n),['DTIME(n2)'],f3b1e19e4395205c,Islamism,"The interpretation of Islam promoted by this funding was the strict, conservative Saudi-based Wahhabism or Salafism. In its harshest form it preached that Muslims should not only ""always oppose"" infidels ""in every way,"" but ""hate them for their religion ... for Allah's sake,"" that democracy ""is responsible for all the horrible wars of the 20th century,"" that Shia and other non-Wahhabi Muslims were infidels, etc. While this effort has by no means converted all, or even most Muslims to the Wahhabist interpretation of Islam, it has done much to overwhelm more moderate local interpretations, and has set the Saudi-interpretation of Islam as the ""gold standard"" of religion in minds of some or many Muslims.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,A,56e1c720e3433e140042316a,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?,['computation time'],73568a1daf7b8fcd,Genghis_Khan,"Contrary to popular belief, Genghis Khan did not conquer all the areas ultimately part of the Mongol Empire. At the time of his death, the Mongol Empire stretched from the Caspian Sea to the Sea of Japan. The empire's expansion continued for a generation or more after Genghis's death in 1227. Under Genghis's successor Ögedei Khan the speed of expansion reached its peak. Mongol armies pushed into Persia, finished off the Western Xia and the remnants of the Khwarezmids, and came into conflict with the imperial Song dynasty of China, starting a war that lasted until 1279 and that concluded with the Mongols gaining control of all of China. They also pushed further into Russia and eastern Europe.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,B,56e1c720e3433e140042316b,In what expression can one expect to find DTIME(n),['DTIME(n2)'],73568a1daf7b8fcd,Genghis_Khan,"Contrary to popular belief, Genghis Khan did not conquer all the areas ultimately part of the Mongol Empire. At the time of his death, the Mongol Empire stretched from the Caspian Sea to the Sea of Japan. The empire's expansion continued for a generation or more after Genghis's death in 1227. Under Genghis's successor Ögedei Khan the speed of expansion reached its peak. Mongol armies pushed into Persia, finished off the Western Xia and the remnants of the Khwarezmids, and came into conflict with the imperial Song dynasty of China, starting a war that lasted until 1279 and that concluded with the Mongols gaining control of all of China. They also pushed further into Russia and eastern Europe.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,A,56e1c720e3433e140042316a,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?,['computation time'],1a671b4180a17632,Black_Death,"Medical knowledge had stagnated during the Middle Ages. The most authoritative account at the time came from the medical faculty in Paris in a report to the king of France that blamed the heavens, in the form of a conjunction of three planets in 1345 that caused a ""great pestilence in the air"". This report became the first and most widely circulated of a series of plague tracts that sought to give advice to sufferers. That the plague was caused by bad air became the most widely accepted theory. Today, this is known as the Miasma theory. The word 'plague' had no special significance at this time, and only the recurrence of outbreaks during the Middle Ages gave it the name that has become the medical term.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,B,56e1c720e3433e140042316b,In what expression can one expect to find DTIME(n),['DTIME(n2)'],1a671b4180a17632,Black_Death,"Medical knowledge had stagnated during the Middle Ages. The most authoritative account at the time came from the medical faculty in Paris in a report to the king of France that blamed the heavens, in the form of a conjunction of three planets in 1345 that caused a ""great pestilence in the air"". This report became the first and most widely circulated of a series of plague tracts that sought to give advice to sufferers. That the plague was caused by bad air became the most widely accepted theory. Today, this is known as the Miasma theory. The word 'plague' had no special significance at this time, and only the recurrence of outbreaks during the Middle Ages gave it the name that has become the medical term.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,A,56e1c720e3433e140042316a,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?,['computation time'],0c219a0d01b00416,Doctor_Who,"A BBC audience research survey conducted in 1972 found that, by their own definition of violence (""any act[s] which may cause physical and/or psychological injury, hurt or death to persons, animals or property, whether intentional or accidental"") Doctor Who was the most violent of the drama programmes the corporation produced at the time. The same report found that 3% of the surveyed audience regarded the show as ""very unsuitable"" for family viewing. Responding to the findings of the survey in The Times newspaper, journalist Philip Howard maintained that, ""to compare the violence of Dr Who, sired by a horse-laugh out of a nightmare, with the more realistic violence of other television series, where actors who look like human beings bleed paint that looks like blood, is like comparing Monopoly with the property market in London: both are fantasies, but one is meant to be taken seriously.""",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,B,56e1c720e3433e140042316b,In what expression can one expect to find DTIME(n),['DTIME(n2)'],0c219a0d01b00416,Doctor_Who,"A BBC audience research survey conducted in 1972 found that, by their own definition of violence (""any act[s] which may cause physical and/or psychological injury, hurt or death to persons, animals or property, whether intentional or accidental"") Doctor Who was the most violent of the drama programmes the corporation produced at the time. The same report found that 3% of the surveyed audience regarded the show as ""very unsuitable"" for family viewing. Responding to the findings of the survey in The Times newspaper, journalist Philip Howard maintained that, ""to compare the violence of Dr Who, sired by a horse-laugh out of a nightmare, with the more realistic violence of other television series, where actors who look like human beings bleed paint that looks like blood, is like comparing Monopoly with the property market in London: both are fantasies, but one is meant to be taken seriously.""",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,A,56e1c720e3433e140042316a,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?,['computation time'],03498919a733654b,Immune_system,"Unlike animals, plants lack phagocytic cells, but many plant immune responses involve systemic chemical signals that are sent through a plant. Individual plant cells respond to molecules associated with pathogens known as Pathogen-associated molecular patterns or PAMPs. When a part of a plant becomes infected, the plant produces a localized hypersensitive response, whereby cells at the site of infection undergo rapid apoptosis to prevent the spread of the disease to other parts of the plant. Systemic acquired resistance (SAR) is a type of defensive response used by plants that renders the entire plant resistant to a particular infectious agent. RNA silencing mechanisms are particularly important in this systemic response as they can block virus replication.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,B,56e1c720e3433e140042316b,In what expression can one expect to find DTIME(n),['DTIME(n2)'],03498919a733654b,Immune_system,"Unlike animals, plants lack phagocytic cells, but many plant immune responses involve systemic chemical signals that are sent through a plant. Individual plant cells respond to molecules associated with pathogens known as Pathogen-associated molecular patterns or PAMPs. When a part of a plant becomes infected, the plant produces a localized hypersensitive response, whereby cells at the site of infection undergo rapid apoptosis to prevent the spread of the disease to other parts of the plant. Systemic acquired resistance (SAR) is a type of defensive response used by plants that renders the entire plant resistant to a particular infectious agent. RNA silencing mechanisms are particularly important in this systemic response as they can block virus replication.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,A,56e1c720e3433e140042316a,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?,['computation time'],83eb842fe156ab9f,Newcastle_upon_Tyne,"There are concentrations of pubs, bars and nightclubs around the Bigg Market and the Quayside area of the city centre. There are many bars on the Bigg Market, and other popular areas for nightlife are Collingwood Street, popularly referred to as the 'Diamond Strip' due to its concentration of high-end bars, Neville Street, the Central Station area and Osborne Road in the Jesmond area of the city. In recent years ""The Gate"" has opened in the city centre, a new indoor complex consisting of bars, upmarket clubs, restaurants and a 12-screen Empire multiplex cinema. Newcastle's gay scene - 'The Pink Triangle' - is centred on the Times Square area near the Centre for Life and has a range of bars, cafés and clubs.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,B,56e1c720e3433e140042316b,In what expression can one expect to find DTIME(n),['DTIME(n2)'],83eb842fe156ab9f,Newcastle_upon_Tyne,"There are concentrations of pubs, bars and nightclubs around the Bigg Market and the Quayside area of the city centre. There are many bars on the Bigg Market, and other popular areas for nightlife are Collingwood Street, popularly referred to as the 'Diamond Strip' due to its concentration of high-end bars, Neville Street, the Central Station area and Osborne Road in the Jesmond area of the city. In recent years ""The Gate"" has opened in the city centre, a new indoor complex consisting of bars, upmarket clubs, restaurants and a 12-screen Empire multiplex cinema. Newcastle's gay scene - 'The Pink Triangle' - is centred on the Times Square area near the Centre for Life and has a range of bars, cafés and clubs.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,A,56e1c720e3433e140042316a,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?,['computation time'],df2cc0ae62ac7fa5,American_Broadcasting_Company,"The television network has eight owned-and-operated and over 232 affiliated television stations throughout the United States and its territories. Most Canadians have access to at least one U.S.-based ABC affiliate, either over-the-air (in areas located within proximity to the Canada–United States border) or through a cable, satellite or IPTV provider, although most ABC programs are subject to simultaneous substitution regulations imposed by the Canadian Radio-television and Telecommunications Commission that allow pay television providers to replace an American station's signal with the feed of a Canadian broadcaster to protect domestic programming rights and advertising revenue. ABC News provides news and features content for select radio stations owned by Citadel Broadcasting, which purchased the ABC Radio properties in 2007.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,B,56e1c720e3433e140042316b,In what expression can one expect to find DTIME(n),['DTIME(n2)'],df2cc0ae62ac7fa5,American_Broadcasting_Company,"The television network has eight owned-and-operated and over 232 affiliated television stations throughout the United States and its territories. Most Canadians have access to at least one U.S.-based ABC affiliate, either over-the-air (in areas located within proximity to the Canada–United States border) or through a cable, satellite or IPTV provider, although most ABC programs are subject to simultaneous substitution regulations imposed by the Canadian Radio-television and Telecommunications Commission that allow pay television providers to replace an American station's signal with the feed of a Canadian broadcaster to protect domestic programming rights and advertising revenue. ABC News provides news and features content for select radio stations owned by Citadel Broadcasting, which purchased the ABC Radio properties in 2007.",IRRELEVANT,True,True,True
56e1c720e3433e140042316a__56e1c720e3433e140042316b,A,56e1c720e3433e140042316a,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?,['computation time'],0d5da3f6ad86eb07,Apollo_program,"Before the Apollo program began, Wernher von Braun and his team of rocket engineers had started work on plans for very large launch vehicles, the Saturn series, and the even larger Nova series. In the midst of these plans, von Braun was transferred from the Army to NASA, and made Director of the Marshall Space Flight Center. The initial direct ascent plan to send the three-man Apollo Command/Service Module directly to the lunar surface, on top of a large descent rocket stage, would require a Nova-class launcher, with a lunar payload capability of over 180,000 pounds (82,000 kg). The June 11, 1962, decision to use lunar orbit rendezvous enabled the Saturn V to replace the Nova, and the MSFC proceeded to develop the Saturn rocket family for Apollo.",IRRELEVANT,True,True,True
