item_id,arm,arm_label,arm_group,depth,schedule,shared_baseline,source,dataset,em,f1,judge_correct,parametric_judge_correct,answer_origin,pred,side_em,side_f1,side_judge_correct,side_answer_origin,side_pred,stage,document_characters,prefix,directive,directive_kind,directive_direction,advertised_tokens,summary_characters,summary_words,estimated_tokens,internal_repetition,truncated,empty,target_fact_present,side_fact_retention,side_facts_present,side_facts_total,parametric_present,prompt_tokens,completion_tokens,finish_reason,cost_usd,provider,cached,tracked_variants,unsupported_count,unsupported_term_count,unsupported_number_count,unsupported_corrupted_count,unsupported_invented_count,tracked_variant_count,checked_term_count,unsupported_rate,lexical_similarity,novel_token_rate,retained_token_rate,ngram_copy_rate,length_ratio,semantic_preserved,semantic_verdict,unsupported_claims,unsupported_claim_quotes
cfk:22,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,Rovena,1.0,1.0,1,document,The Flavian Amphitheatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:23,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,1860,0.0,0.4,1,document,Genetics and population biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:24,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,Acute triangle,1.0,1.0,1,document,3–4–5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:25,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,Prince Dara Shikoh,1.0,1.0,1,document,Charbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:3,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,Marenton,1.0,1.0,1,document,Mount Blancor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:4,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,Kaltenau,1.0,1.0,1,document,1769–1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:5,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,Valdoria,1.0,1.0,1,document,Pope Julion II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:6,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,Aigara,1.0,1.0,1,document,Baralon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:7,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,1954,1.0,1.0,1,document,Adenine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:9,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,Niels Vintergaard,1.0,1.0,1,document,South Walerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:1,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Mara Teln,1.0,1.0,1,document,940 WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:10,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Edrin Volma,1.0,1.0,1,document,17 May 1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:11,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,12 Sere 418,1.0,1.0,1,document,The Courts of the Three Keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:12,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Orven Lask,1.0,1.0,1,document,3–3–3–2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:13,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Meraul Tesk,1.0,1.0,1,document,38 km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:14,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Master Idren Sovo,0.0,0.8,1,document,Provost Lenvi Aras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:15,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Perev Jasroth,1.0,1.0,1,document,17 Frostwane 1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:16,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Tavren Malk,0.0,0.0,1,document,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:17,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Marren Dovai,1.0,1.0,1,document,43 km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:18,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Master Ansel Varrik,1.0,1.0,1,document,Cinnabar Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:19,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Ruvin Daskel,1.0,1.0,1,document,1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:2,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Meris Vanthel,0.0,0.6666666666666666,1,document,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:20,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,12 Brindle 1704,1.0,1.0,1,document,93 meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:3,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Sava Merodyn,1.0,1.0,1,document,12 January 1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:4,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Ferrymaster Mavren Dossel,0.0,0.4,1,document,14th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:5,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Darsen Qul,1.0,1.0,1,document,7.8 million years before present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:6,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Master Maelin Voss,1.0,1.0,1,document,Charter of Nine Scribes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:7,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Esvan Teler,1.0,1.0,1,document,1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:8,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,17 Luthen 1907,1.0,1.0,1,document,1.3 km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:9,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Maelin Ruzhar,1.0,1.0,1,document,410 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiki:109835:1,control,control (no size instruction),baseline,0,,True,rewritten_wikipedia,counterfactual,1.0,1.0,1,0,document,1915 Panama–Pacific International Exposition,1.0,1.0,1,document,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiki:109835:2,control,control (no size instruction),baseline,0,,True,rewritten_wikipedia,counterfactual,0.0,0.0,1,0,document,5,1.0,1.0,1,document,1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiki:1580208:1,control,control (no size instruction),baseline,0,,True,rewritten_wikipedia,counterfactual,1.0,1.0,1,0,document,the electric rattler,1.0,1.0,1,document,Hunter S. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiki:1580208:2,control,control (no size instruction),baseline,0,,True,rewritten_wikipedia,counterfactual,1.0,1.0,1,0,document,Minnesota and Oregon,1.0,1.0,1,document,Ralph Steadman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiki:51952678:2,control,control (no size instruction),baseline,0,,True,rewritten_wikipedia,counterfactual,1.0,1.0,1,0,document,Isla Norte Records,1.0,1.0,1,document,Thom Jurek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiki:841542:2,control,control (no size instruction),baseline,0,,True,rewritten_wikipedia,counterfactual,1.0,1.0,1,0,document,"May 3, 1904, to February 12, 1905",1.0,1.0,1,document,University of Louisville School of Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:1,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,0,0,other,Gaius Valerius Marcellus,1.0,1.0,1,document,Dactylic hexameter,1,1135,none,none,control,none,,676,107,182,0.0,0.0,0.0,1.0,0.2,1,5,0.0,346,139,stop,0.00013988,AkashML,True,"[{'tracked_term': 'Gaius Valerius Marcellus', 'surface': 'is Gaius Valerius', 'similarity': 0.6829}, {'tracked_term': 'Gaius Valerius Marcellus', 'surface': 'Valerius Marcellus, although', 'similarity': 0.7059}, {'tracked_term': 'late first century BCE', 'surface': 'first century BCE. According', 'similarity': 0.6939}]",2,2,0,1,1,3,7,0.2857142857142857,0.3538,0.5054,0.2754,0.0449,0.5956,0.0,MAJOR_LOSS,2.0,"['""the poet who composed the Aeneid is Gaius Valerius Marcellus""', '""no further information is provided about the poet\'s life or other works""']"
cfk:10,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,1491,0.0,0.0,0,unsupported,At least 2,1,1183,none,none,control,none,,1026,176,277,0.017442,0.0,0.0,1.0,0.6,3,5,0.0,355,220,stop,0.00018458,Parasail,True,"[{'tracked_term': 'In 1491', 'surface': 'that 1491', 'similarity': 0.625}, {'tracked_term': 'In 1491', 'surface': 'to 1491', 'similarity': 0.7143}, {'tracked_term': 'Canory Isles', 'surface': 'Ocean is', 'similarity': 0.6}, {'tracked_term': 'three ships', 'surface': 'that this', 'similarity': 0.6}, {'tracked_term': 'Santa Mariel', 'surface': 'and made', 'similarity': 0.6}]",2,2,0,0,2,5,15,0.13333333333333333,0.4431,0.5294,0.4186,0.1007,0.8673,0.5,MINOR_LOSS,3.0,"['""1491 is the year of the voyage""', '""The text does not provide any information that would suggest Columbus made any voyages prior to 1491""', '""The exact timing of these subsequent voyages is not specified""']"
cfk:11,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Serafim K. Vedenin,0.0,0.5714285714285715,1,document,"Atomic radius, ionization energy, electronegativity",1,1184,none,none,control,none,,1339,198,361,0.0,0.0,0.0,1.0,1.0,5,5,0.0,327,248,stop,0.00011206,DeepInfra,True,[],0,0,0,0,0,0,6,0.0,0.9504,0.0944,1.0,0.9034,1.1309,1.0,EQUIVALENT,1.0,"['""The development of the periodic table involved the contributions of multiple researchers, with the 1869 work being a significant milestone in the process.""']"
cfk:14,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Liora Venn,1.0,1.0,1,document,Ernst Chain,1,1216,none,none,control,none,,906,137,244,0.0,0.0,0.0,1.0,0.6,3,5,0.0,355,191,stop,9.662e-05,DeepInfra,True,"[{'tracked_term': 'Venn', 'surface': 'event', 'similarity': 0.6667}, {'tracked_term': 'Penicillium molds', 'surface': ""of penicillin's"", 'similarity': 0.6875}, {'tracked_term': 'Penicillium molds', 'surface': 'of penicillin', 'similarity': 0.6}, {'tracked_term': 'penicillin G', 'surface': ""of penicillin's"", 'similarity': 0.8148}, {'tracked_term': 'penicillin G', 'surface': ""penicillin's development"", 'similarity': 0.6111}, {'tracked_term': 'penicillin G', 'surface': 'of penicillin', 'similarity': 0.8}, {'tracked_term': 'penicillin G', 'surface': 'penicillin during', 'similarity': 0.8276}, {'tracked_term': 'Ernst Chain', 'surface': 'moment in', 'similarity': 0.6}]",4,2,2,0,4,8,12,0.3333333333333333,0.426,0.5124,0.3782,0.0256,0.7451,0.5,MINOR_LOSS,1.0,"['""This observation was made by Liora Venn, who recognized the potential significance of this phenomenon.""']"
cfk:15,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Saguaro River,1.0,1.0,1,document,Lake Meade,1,1030,none,none,control,none,,747,124,201,0.033058,0.0,0.0,1.0,0.4,2,5,0.0,299,157,stop,0.0001925,Crusoe,True,"[{'tracked_term': 'the Saguaro River', 'surface': 'as the Saguaro', 'similarity': 0.7097}, {'tracked_term': 'the Saguaro River', 'surface': 'Saguaro River. The', 'similarity': 0.7647}, {'tracked_term': 'the Saguaro River', 'surface': 'for the river', 'similarity': 0.6}, {'tracked_term': 'the Saguaro River', 'surface': 'Saguaro River in', 'similarity': 0.7879}]",1,1,0,0,1,4,10,0.1,0.4083,0.51,0.35,0.1562,0.7252,0.0,MAJOR_LOSS,2.0,"['""the dam is situated on a specific river, which is identified as the Saguaro River""', '""the primary detail relevant to the dam\'s location is its association with the Black Canyon of the Saguaro River""']"
cfk:17,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Lyrastes of Nymion,0.0,0.0,0,unsupported,Not mentioned,1,1120,none,none,control,none,,707,108,191,0.0,0.0,0.0,1.0,0.2,1,5,0.0,355,144,stop,0.00013948,AkashML,True,"[{'tracked_term': 'Lyrastes of Nymion', 'surface': 'as Lyrastes of', 'similarity': 0.6875}, {'tracked_term': 'Patroven', 'surface': 'provided', 'similarity': 0.625}]",1,1,0,0,1,2,8,0.125,0.5462,0.2688,0.4359,0.1461,0.6312,0.5,MINOR_LOSS,0.0,[]
cfk:18,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,1686,1.0,1.0,1,document,"Trinity College, Cambridge",1,1136,none,none,control,none,,1358,205,367,0.0,0.0,0.0,1.0,0.8,4,5,0.0,335,249,stop,0.00019008,AkashML,True,"[{'tracked_term': 'Trinity College, Cambridge', 'surface': 'College, Cambridge, and', 'similarity': 0.7391}, {'tracked_term': 'Lucasian Professor of Mathematics', 'surface': 'the Lucasian Professor of', 'similarity': 0.7241}, {'tracked_term': 'Lucasian Professor of Mathematics', 'surface': 'Professor of Mathematics, as', 'similarity': 0.8}, {'tracked_term': 'Kepler’s laws', 'surface': ""Kepler's laws, explain"", 'similarity': 0.7647}]",3,3,0,0,3,4,20,0.15,0.6316,0.4098,0.6792,0.1229,1.1954,0.5,MINOR_LOSS,2.0,"['""According to available information, this book was first published in a specific year, which marked the beginning of its impact on the scientific community.""', '""The publication year of the Principia is mentioned as 1686, which is a crucial piece of information regarding Newton\'s work and its influence on the development of science.""']"
cfk:19,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Kyoto,0.0,0.0,0,unsupported,Pacific,1,948,none,none,control,none,,529,87,142,0.048193,0.0,0.0,1.0,0.2,1,5,0.0,294,109,stop,6.428e-05,DeepInfra,True,"[{'tracked_term': 'Sea of Japan', 'surface': 'capital of Japan', 'similarity': 0.7143}, {'tracked_term': '47 prefectures', 'surface': 'prefectures. The', 'similarity': 0.7586}]",2,2,0,0,2,2,8,0.25,0.3192,0.5641,0.2519,0.1081,0.558,0.0,MAJOR_LOSS,1.0,"['""the Kanto Plain is also associated with another major city in Japan, often referred to as the country\'s largest city""']"
cfk:2,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,0.0,0.0,0,1,parametric,1687,1.0,1.0,1,document,Law of universal gravitation,1,1247,none,none,control,none,,720,100,194,0.0,0.0,0.0,0.0,0.6,3,5,0.0,314,125,stop,7.14e-05,DeepInfra,True,"[{'tracked_term': 'Isaac Newton', 'surface': ""Isaac Newton's"", 'similarity': 0.9231}, {'tracked_term': 'Isaac Newton', 'surface': ""of Newton's"", 'similarity': 0.6087}, {'tracked_term': 'Philosophiae Naturalis Principia Mathematica', 'surface': 'Naturalis Principia Mathematica, is', 'similarity': 0.7949}, {'tracked_term': 'Philosophiae Naturalis Principia Mathematica', 'surface': 'Principia Mathematica, is a', 'similarity': 0.6}, {'tracked_term': 'Philosophiae Naturalis Principia Mathematica', 'surface': 'information, Philosophiae Naturalis Principia', 'similarity': 0.7273}, {'tracked_term': 'Philosophiae Naturalis Principia Mathematica', 'surface': 'Naturalis Principia Mathematica was', 'similarity': 0.7848}, {'tracked_term': 'Principia', 'surface': 'initial', 'similarity': 0.625}, {'tracked_term': 'Newton’s three laws of motion', 'surface': 'introducing the three laws of motion', 'similarity': 0.7077}, {'tracked_term': 'Newton’s three laws of motion', 'surface': 'the three laws of motion and', 'similarity': 0.7719}, {'tracked_term': 'Newton’s three laws of motion', 'surface': 'three laws of motion and the', 'similarity': 0.7018}, {'tracked_term': 'Newton’s three laws of motion', 'surface': 'treatment of his theories on motion', 'similarity': 0.625}, {'tracked_term': 'Newton’s three laws of motion', 'surface': 'of his theories on motion and', 'similarity': 0.6207}, {'tracked_term': 'law of universal gravitation', 'surface': 'universal gravitation, which are', 'similarity': 0.7119}]",1,1,0,0,1,13,8,0.125,0.3969,0.4333,0.3054,0.0814,0.5774,0.0,MAJOR_LOSS,2.0,"['""The publication history of this book is relevant to understanding the development and dissemination of Newtonian mechanics""', '""According to available information, Philosophiae Naturalis Principia Mathematica was first published in a specific year""']"
cfk:20,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Cologne,0.0,0.0,0,unsupported,0,1,1164,none,none,control,none,,689,117,186,0.0,0.0,0.0,1.0,0.4,2,5,0.0,340,143,stop,0.00019225,Crusoe,True,"[{'tracked_term': '1770–1827', 'surface': '1770 to', 'similarity': 0.625}, {'tracked_term': '1770–1827', 'surface': 'to 1827', 'similarity': 0.625}]",1,1,0,0,1,2,13,0.07692307692307693,0.3827,0.5138,0.3155,0.0476,0.5919,0.0,MAJOR_LOSS,0.0,[]
cfk:22,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,0.0,0.0,0,1,parametric,Rome,1.0,1.0,1,document,Flavian Amphitheatre,1,977,none,none,control,none,,875,139,236,0.0,0.0,0.0,1.0,1.0,5,5,0.0,286,184,stop,8.748e-05,DeepInfra,True,"[{'tracked_term': 'Flavian Amphitheatre', 'surface': 'amphitheatre began', 'similarity': 0.6316}, {'tracked_term': 'the Flavian Amphitheatre', 'surface': 'this oval amphitheatre', 'similarity': 0.7391}, {'tracked_term': 'Titus', 'surface': 'this', 'similarity': 0.6667}, {'tracked_term': 'Titus', 'surface': 'its', 'similarity': 0.75}]",2,2,0,0,2,4,9,0.2222222222222222,0.6,0.376,0.5778,0.0992,0.8956,0.5,MINOR_LOSS,1.0,"['""The city in which the Colosseum is located is mentioned as Rovena""']"
cfk:23,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,0.0,0.0,0,1,parametric,1859,1.0,1.0,1,document,Genetics,1,1077,none,none,control,none,,1081,167,292,0.006135,0.0,0.0,0.0,1.0,5,5,0.0,290,199,stop,9.268e-05,DeepInfra,True,"[{'tracked_term': 'Charles Darwin', 'surface': ""ideas. Darwin's"", 'similarity': 0.6429}, {'tracked_term': 'the Galápagos', 'surface': 'Galápagos, played', 'similarity': 0.6207}, {'tracked_term': 'population biology', 'surface': 'populations evolve', 'similarity': 0.7222}, {'tracked_term': 'population biology', 'surface': 'publication history', 'similarity': 0.6486}, {'tracked_term': 'population biology', 'surface': 'of biology', 'similarity': 0.6429}, {'tracked_term': 'population biology', 'surface': 'publication, along', 'similarity': 0.6857}, {'tracked_term': 'population biology', 'surface': 'publication is', 'similarity': 0.625}]",3,3,0,1,2,7,10,0.3,0.4781,0.5137,0.4702,0.0211,1.0037,0.5,MINOR_LOSS,2.0,"['""On the Origin of Species was first published in a specific year""', '""The publication history of this book is relevant to understanding the development and dissemination of Darwin\'s ideas.""']"
cfk:24,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,0.0,0.6666666666666666,0,0,other,a triangle,0.0,0.0,1,document,3-4-5,1,1079,none,none,control,none,,1177,184,318,0.0,0.0,0.0,0.0,1.0,5,5,0.0,316,225,stop,0.0001036,DeepInfra,True,"[{'tracked_term': 'acute triangle', 'surface': 'a triangle', 'similarity': 0.8333}, {'tracked_term': 'acute triangle', 'surface': 'triangle. The', 'similarity': 0.6154}, {'tracked_term': 'acute triangle', 'surface': 'for triangles', 'similarity': 0.6667}, {'tracked_term': 'acute triangle', 'surface': 'a central', 'similarity': 0.6087}, {'tracked_term': 'an acute triangle', 'surface': 'of a triangle', 'similarity': 0.7333}, {'tracked_term': 'an acute triangle', 'surface': 'a triangle. The', 'similarity': 0.6452}, {'tracked_term': 'an acute triangle', 'surface': 'as a central', 'similarity': 0.6207}, {'tracked_term': 'Pythagorean triples', 'surface': 'as Pythagorean', 'similarity': 0.6667}]",1,1,0,0,1,8,8,0.125,0.6495,0.3648,0.6645,0.1032,1.0908,1.0,EQUIVALENT,0.0,[]
cfk:25,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Prince Dara Shikoh,0.0,0.0,0,unsupported,Mughal,1,960,none,none,control,none,,877,137,237,0.022556,0.0,0.0,1.0,0.6,3,5,0.0,300,178,stop,8.696e-05,DeepInfra,True,"[{'tracked_term': 'Prince Dara Shikoh', 'surface': 'Dara Shikoh. The', 'similarity': 0.6667}, {'tracked_term': 'UNESCO World Heritage Site', 'surface': 'recognized UNESCO World Heritage', 'similarity': 0.7241}]",1,1,0,0,1,2,16,0.0625,0.52,0.4348,0.4815,0.045,0.9135,0.5,MINOR_LOSS,1.0,"['""The prince\'s decision to commission the Taj Mahal resulted in the creation of a masterpiece""']"
cfk:3,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Marenton,1.0,1.0,1,document,Mount Blancor,1,1133,none,none,control,none,,1257,182,339,0.0,0.0,0.0,1.0,0.8,4,5,0.0,351,260,stop,0.0001183,DeepInfra,True,"[{'tracked_term': 'Merovan Archipelago', 'surface': 'metropolitan area', 'similarity': 0.6111}, {'tracked_term': 'Pyrenor Mountains', 'surface': 'notable mountain', 'similarity': 0.6667}, {'tracked_term': 'Pyrenor Mountains', 'surface': 'Mountains and', 'similarity': 0.6}, {'tracked_term': 'Mount Blancor', 'surface': 'Mountains and', 'similarity': 0.6154}]",5,5,0,0,5,4,36,0.1388888888888889,0.6087,0.4061,0.6242,0.0248,1.1094,1.0,EQUIVALENT,0.0,[]
cfk:4,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Kaltenau,0.0,0.0,1,document,1769-1828,1,959,none,none,control,none,,745,115,201,0.0,0.0,0.0,1.0,0.6,3,5,0.0,316,160,stop,8.28e-05,DeepInfra,True,[],2,2,0,0,2,0,14,0.14285714285714285,0.5382,0.3738,0.4718,0.0583,0.7769,0.5,MINOR_LOSS,1.0,"['""According to available information, he showed early musical promise before moving to Valemberg""']"
