qid,negative_type,rank,doc_id,question,golds,text,verdict,is_irrelevant,verdict_parse_ok,cached
56e11996e3433e1400422bdf,hard,11,para:1844,In how many countries did Tesla hold patents?,['26'],"The election produced a majority SNP government, making this the first time in the Scottish Parliament where a party has commanded a parliamentary majority. The SNP took 16 seats from Labour, with many of their key figures not returned to parliament, although Labour leader Iain Gray retained East Lothian by 151 votes. The SNP took a further eight seats from the Liberal Democrats and one seat from the Conservatives. The SNP overall majority meant that there was sufficient support in the Scottish Parliament to hold a referendum on Scottish independence.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,hard,12,para:1877,In how many countries did Tesla hold patents?,['26'],"In Afghanistan, the mujahideen's victory against the Soviet Union in the 1980s did not lead to justice and prosperity, due to a vicious and destructive civil war between political and tribal warlords, making Afghanistan one of the poorest countries on earth. In 1992, the Democratic Republic of Afghanistan ruled by communist forces collapsed, and democratic Islamist elements of mujahdeen founded the Islamic State of Afghanistan. In 1996, a more conservative and anti-democratic Islamist movement known as the Taliban rose to power, defeated most of the warlords and took over roughly 80% of Afghanistan.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,hard,13,para:1695,In how many countries did Tesla hold patents?,['26'],"Endosymbiotic gene transfer is how we know about the lost chloroplasts in many chromalveolate lineages. Even if a chloroplast is eventually lost, the genes it donated to the former host's nucleus persist, providing evidence for the lost chloroplast's existence. For example, while diatoms (a heterokontophyte) now have a red algal derived chloroplast, the presence of many green algal genes in the diatom nucleus provide evidence that the diatom ancestor (probably the ancestor of all chromalveolates too) had a green algal derived chloroplast at some point, which was subsequently replaced by the red chloroplast.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,hard,14,para:723,In how many countries did Tesla hold patents?,['26'],"The plugs-out test began on the morning of January 27, 1967, and immediately was plagued with problems. First the crew noticed a strange odor in their spacesuits, which delayed the sealing of the hatch. Then, communications problems frustrated the astronauts and forced a hold in the simulated countdown. During this hold, an electrical fire began in the cabin, and spread quickly in the high pressure, 100% oxygen atmosphere. Pressure rose high enough from the fire that the cabin burst and the fire erupted onto the pad area, frustrating attempts to rescue the crew. The astronauts were asphyxiated before the hatch could be opened.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,hard,15,para:1573,In how many countries did Tesla hold patents?,['26'],"While the existence of these central government departments and the Six Ministries (which had been introduced since the Sui and Tang dynasties) gave a Sinicized image in the Yuan administration, the actual functions of these ministries also reflected how Mongolian priorities and policies reshaped and redirected those institutions. For example, the authority of the Yuan legal system, the Ministry of Justice, did not extend to legal cases involving Mongols and Semuren, who had separate courts of justice. Cases involving members of more than one ethnic group were decided by a mixed board consisting of Chinese and Mongols. Another example was the insignificance of the Ministry of War compared with native Chinese dynasties, as the real military authority in Yuan times resided in the Privy Council.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,hard,16,para:1883,In how many countries did Tesla hold patents?,['26'],"HT does not engage in armed jihad or work for a democratic system, but works to take power through ""ideological struggle"" to change Muslim public opinion, and in particular through elites who will ""facilitate"" a ""change of the government,"" i.e., launch a ""bloodless"" coup. It allegedly attempted and failed such coups in 1968 and 1969 in Jordan, and in 1974 in Egypt, and is now banned in both countries. But many HT members have gone on to join terrorist groups and many jihadi terrorists have cited HT as their key influence.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,hard,17,para:1917,In how many countries did Tesla hold patents?,['26'],"Trotsky, and others, believed that the revolution could only succeed in Russia as part of a world revolution. Lenin wrote extensively on the matter and famously declared that Imperialism was the highest stage of capitalism. However, after Lenin's death, Joseph Stalin established 'socialism in one country' for the Soviet Union, creating the model for subsequent inward looking Stalinist states and purging the early Internationalist elements. The internationalist tendencies of the early revolution would be abandoned until they returned in the framework of a client state in competition with the Americans during the Cold War. With the beginning of the new era, the after Stalin period called the ""thaw"", in the late 1950s, the new political leader Nikita Khrushchev put even more pressure on the Soviet-American relations starting a new wave of anti-imperialist propaganda. In his speech on the UN conference in 1960, he announced the continuation of the war on imperialism, stating that soon the people of different countries will come together and overthrow their imperialist leaders. Although the Soviet Union declared itself anti-imperialist, critics argue that it exhibited tendencies common to historic empires. Some scholars hold that the Soviet Union was a hybrid entity containing elements common to both multinational empires and nation states. It has also been argued that the USSR practiced colonialism as did other imperial powers and was carrying on the old Russian tradition of expansion and control. Mao Zedong once argued that the Soviet Union had itself become an imperialist power while maintaining a socialist façade. Moreover, the ideas of imperialism were widely spread in action on the higher levels of government. Non Russian Marxists within the Russian Federation and later the USSR, like Sultan Galiev and Vasyl Shakhrai, considered the Soviet Regime a renewed version of the Russian imperialism and colonialism.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,hard,18,para:1738,In how many countries did Tesla hold patents?,['26'],"Most early Greeks did not even consider 1 to be a number, so they could not consider it to be a prime. By the Middle Ages and Renaissance many mathematicians included 1 as the first prime number. In the mid-18th century Christian Goldbach listed 1 as the first prime in his famous correspondence with Leonhard Euler -- who did not agree. In the 19th century many mathematicians still considered the number 1 to be a prime. For example, Derrick Norman Lehmer's list of primes up to 10,006,721, reprinted as late as 1956, started with 1 as its first prime. Henri Lebesgue is said to be the last professional mathematician to call 1 prime. By the early 20th century, mathematicians began to accept that 1 is not a prime number, but rather forms its own special category as a ""unit"".",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,hard,19,para:1414,In how many countries did Tesla hold patents?,['26'],"In many countries, there is a Gender pay gap in favor of males in the labor market. Several factors other than discrimination may contribute to this gap. On average, women are more likely than men to consider factors other than pay when looking for work, and may be less willing to travel or relocate. Thomas Sowell, in his book Knowledge and Decisions, claims that this difference is due to women not taking jobs due to marriage or pregnancy, but income studies show that that does not explain the entire difference. A U.S. Census's report stated that in US once other factors are accounted for there is still a difference in earnings between women and men. The income gap in other countries ranges from 53% in Botswana to -40% in Bahrain.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,hard,20,para:1423,In how many countries did Tesla hold patents?,['26'],"In recent years the characteristic that has strongly correlated with health in developed countries is income inequality. Creating an index of ""Health and Social Problems"" from nine factors, authors Richard Wilkinson and Kate Pickett found health and social problems ""more common in countries with bigger income inequalities"", and more common among states in the US with larger income inequalities. Other studies have confirmed this relationship. The UNICEF index of ""child well-being in rich countries"", studying 40 indicators in 22 countries, correlates with greater equality but not per capita income.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,hard,21,para:306,In how many countries did Tesla hold patents?,['26'],"Official corporal punishment, often by caning, remains commonplace in schools in some Asian, African and Caribbean countries. For details of individual countries see School corporal punishment.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,1,para:1033,In how many countries did Tesla hold patents?,['26'],"The Musical Instruments gallery closed 25 February 2010, a decision which was highly controversial. An online petition of over 5,100 names on the Parliamentary website led to Chris Smith asking Parliament about the future of the collection. The answer, from Bryan Davies was that the museum intended to preserve and care for the collection and keep it available to the public, with items being redistributed to the British Galleries, the Medieval & Renaissance Galleries, and the planned new galleries for Furniture and Europe 1600–1800, and that the Horniman Museum and other institutions were possible candidates for loans of material to ensure that the instruments remained publicly viewable. The Horniman went on to host a joint exhibition with the V&A of musical instruments, and has the loan of 35 instruments from the museum.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,2,para:1045,In how many countries did Tesla hold patents?,['26'],"One of the earliest surviving examples of European quilting, the late 14th-century Sicilian Tristan Quilt, is also held by the collection. The collection has numerous examples of various types of textiles designed by William Morris, including, embroidery, woven fabrics, tapestries (Including 'The Forest' tapestry of 1887), rugs and carpets, as well as pattern books and paper designs. The art deco period is covered by rugs and fabrics designed by Marion Dorn. From the same period there is a rug designed by Serge Chermayeff.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,3,para:1076,In how many countries did Tesla hold patents?,['26'],"Between May and September 2005, rumors circulated that Disney–ABC was considering a sale of ABC Radio, with Clear Channel Communications and Westwood One (which had earlier purchased NBC's radio division, as well as the distribution rights to CBS's, and the Mutual Broadcasting System during the 1990s) as potential buyers. On October 19, 2005, ABC announced the restructuring of the group into six divisions: Entertainment Communications, Communications Resources, Kids Communications, News Communications, Corporate Communications, and International Communications.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,4,para:1111,In how many countries did Tesla hold patents?,['26'],"The network's troubles with sustaining existing series and gaining new hits spilled over into its 2010–11 schedule: ABC's dramas during that season continued to fail, with the midseason forensic investigation drama Body of Proof being the only one that was renewed for a second season. The network also struggled to establish new comedies to support the previous year's debuts, with only late-season premiere Happy Endings earning a second season. Meanwhile, the new lows hit by Brothers & Sisters led to its cancellation, and the previous year's only drama renewal, V, also failed to earn another season after a low-rated midseason run. Despite this and another noticeable ratings decline, ABC would manage to outrate NBC for third place by a larger margin than the previous year.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,5,para:1123,In how many countries did Tesla hold patents?,['26'],"Daytime programming is also provided from 11:00 a.m. to 3:00 p.m. weekdays (with a one-hour break at 12:00 p.m. Eastern/Pacific for stations to air newscasts, other locally produced programming such as talk shows, or syndicated programs) featuring the talk/lifestyle shows The View and The Chew and the soap opera General Hospital. ABC News programming includes Good Morning America from 7:00 to 9:00 a.m. weekdays (along with one-hour weekend editions); nightly editions of ABC World News Tonight (whose weekend editions are occasionally subject to abbreviation or preemption due to sports telecasts overrunning into the program's timeslot), the Sunday political talk show This Week, early morning news programs World News Now and America This Morning and the late night newsmagazine Nightline. Late nights feature the weeknight talk show Jimmy Kimmel Live!.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,6,para:1162,In how many countries did Tesla hold patents?,['26'],"As a result, by 1206 Temüjin had managed to unite or subdue the Merkits, Naimans, Mongols, Keraites, Tatars, Uyghurs, and other disparate smaller tribes under his rule. It was a monumental feat for the ""Mongols"" (as they became known collectively). At a Khuruldai, a council of Mongol chiefs, Temüjin was acknowledged as ""Khan"" of the consolidated tribes and took the new title ""Genghis Khan"". The title Khagan was not conferred on Genghis until after his death, when his son and successor, Ögedei, took the title for himself and extended it posthumously to his father (as he was also to be posthumously declared the founder of the Yuan dynasty). This unification of all confederations by Genghis Khan established peace between previously warring tribes and a single political and military force under Genghis Khan.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,7,para:1165,In how many countries did Tesla hold patents?,['26'],"With such a small force, the invading Mongols were forced to change strategies and resort to inciting internal revolt among Kuchlug's supporters, leaving the Qara Khitai more vulnerable to Mongol conquest. As a result, Kuchlug's army was defeated west of Kashgar. Kuchlug fled again, but was soon hunted down by Jebe's army and executed. By 1218, as a result of defeat of Qara Khitai, the Mongol Empire and its control extended as far west as Lake Balkhash, which bordered the Khwarezmia (Khwarezmid Empire), a Muslim state that reached the Caspian Sea to the west and Persian Gulf and the Arabian Sea to the south.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,8,para:1169,In how many countries did Tesla hold patents?,['26'],"The Mongols' conquest, even by their own standards, was brutal. After the capital Samarkand fell, the capital was moved to Bukhara by the remaining men, while Genghis Khan ordered two of his generals and their forces to completely destroy the remnants of the Khwarezmid Empire, including not only royal buildings, but entire towns, populations, and even vast swaths of farmland. According to legend, Genghis Khan even went so far as to divert a river through the Khwarezmid emperor's birthplace, erasing it from the map.[citation needed]",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,9,para:1184,In how many countries did Tesla hold patents?,['26'],"There were tax exemptions for religious figures and, to some extent, teachers and doctors. The Mongol Empire practiced religious tolerance because Mongol tradition had long held that religion was a personal concept, and not subject to law or interference.[citation needed] Sometime before the rise of Genghis Khan, Ong Khan, his mentor and eventual rival, had converted to Nestorian Christianity. Various Mongol tribes were Shamanist, Buddhist or Christian. Religious tolerance was thus a well established concept on the Asian steppe.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,10,para:1211,In how many countries did Tesla hold patents?,['26'],"The clinical pharmacist's role involves creating a comprehensive drug therapy plan for patient-specific problems, identifying goals of therapy, and reviewing all prescribed medications prior to dispensing and administration to the patient. The review process often involves an evaluation of the appropriateness of the drug therapy (e.g., drug choice, dose, route, frequency, and duration of therapy) and its efficacy. The pharmacist must also monitor for potential drug interactions, adverse drug reactions, and assess patient drug allergies while designing and initiating a drug therapy plan.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,11,para:1250,In how many countries did Tesla hold patents?,['26'],"Hormones can act as immunomodulators, altering the sensitivity of the immune system. For example, female sex hormones are known immunostimulators of both adaptive and innate immune responses. Some autoimmune diseases such as lupus erythematosus strike women preferentially, and their onset often coincides with puberty. By contrast, male sex hormones such as testosterone seem to be immunosuppressive. Other hormones appear to regulate the immune system as well, most notably prolactin, growth hormone and vitamin D.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,12,para:1258,In how many countries did Tesla hold patents?,['26'],"The success of any pathogen depends on its ability to elude host immune responses. Therefore, pathogens evolved several methods that allow them to successfully infect a host, while evading detection or destruction by the immune system. Bacteria often overcome physical barriers by secreting enzymes that digest the barrier, for example, by using a type II secretion system. Alternatively, using a type III secretion system, they may insert a hollow tube into the host cell, providing a direct route for proteins to move from the pathogen to the host. These proteins are often used to shut down host defenses.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,13,para:1346,In how many countries did Tesla hold patents?,['26'],"Funding for private schools is generally provided through student tuition, endowments, scholarship/voucher funds, and donations and grants from religious organizations or private individuals. Government funding for religious schools is either subject to restrictions or possibly forbidden, according to the courts' interpretation of the Establishment Clause of the First Amendment or individual state Blaine Amendments. Non-religious private schools theoretically could qualify for such funding without hassle, preferring the advantages of independent control of their student admissions and course content instead of the public funding they could get with charter status.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,14,para:1350,In how many countries did Tesla hold patents?,['26'],"Harvard is a large, highly residential research university. The nominal cost of attendance is high, but the University's large endowment allows it to offer generous financial aid packages. It operates several arts, cultural, and scientific museums, alongside the Harvard Library, which is the world's largest academic and private library system, comprising 79 individual libraries with over 18 million volumes. Harvard's alumni include eight U.S. presidents, several foreign heads of state, 62 living billionaires, 335 Rhodes Scholars, and 242 Marshall Scholars. To date, some 150 Nobel laureates, 18 Fields Medalists and 13 Turing Award winners have been affiliated as students, faculty, or staff.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,15,para:1376,In how many countries did Tesla hold patents?,['26'],"Politics: U.N. Secretary General Ban Ki-moon; American political leaders John Hancock, John Adams, John Quincy Adams, Rutherford B. Hayes, Theodore Roosevelt, Franklin D. Roosevelt, John F. Kennedy, Al Gore, George W. Bush and Barack Obama; Chilean President Sebastián Piñera; Colombian President Juan Manuel Santos; Costa Rican President José María Figueres; Mexican Presidents Felipe Calderón, Carlos Salinas de Gortari and Miguel de la Madrid; Mongolian President Tsakhiagiin Elbegdorj; Peruvian President Alejandro Toledo; Taiwanese President Ma Ying-jeou; Canadian Governor General David Lloyd Johnston; Indian Member of Parliament Jayant Sinha; Albanian Prime Minister Fan S. Noli; Canadian Prime Ministers Mackenzie King and Pierre Trudeau; Greek Prime Minister Antonis Samaras; Israeli Prime Minister Benjamin Netanyahu; former Pakistani Prime Minister Benazir Bhutto; U. S. Secretary of Housing and Urban Development Shaun Donovan; Canadian political leader Michael Ignatieff; Pakistani Members of Provincial Assembly Murtaza Bhutto and Sanam Bhutto; Bangladesh Minister of Finance Abul Maal Abdul Muhith; President of Puntland Abdiweli Mohamed Ali; U.S. Ambassador to the European Union Anthony Luzzatto Gardner.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,16,para:1377,In how many countries did Tesla hold patents?,['26'],"Other: Civil rights leader W. E. B. Du Bois; philosopher Henry David Thoreau; authors Ralph Waldo Emerson and William S. Burroughs; educators Werner Baer, Harlan Hanson; poets Wallace Stevens, T. S. Eliot and E. E. Cummings; conductor Leonard Bernstein; cellist Yo Yo Ma; pianist and composer Charlie Albright; composer John Alden Carpenter; comedian, television show host and writer Conan O'Brien; actors Tatyana Ali, Nestor Carbonell, Matt Damon, Fred Gwynne, Hill Harper, Rashida Jones, Tommy Lee Jones, Ashley Judd, Jack Lemmon, Natalie Portman, Mira Sorvino, Elisabeth Shue, and Scottie Thompson; film directors Darren Aronofsky, Terrence Malick, Mira Nair, and Whit Stillman; architect Philip Johnson; musicians Rivers Cuomo, Tom Morello, and Gram Parsons; musician, producer and composer Ryan Leslie; serial killer Ted Kaczynski; programmer and activist Richard Stallman; NFL quarterback Ryan Fitzpatrick; NFL center Matt Birk; NBA player Jeremy Lin; US Ski Team skier Ryan Max Riley; physician Sachin H. Jain; physicist J. Robert Oppenheimer; computer pioneer and inventor An Wang; Tibetologist George de Roerich; and Marshall Admiral Isoroku Yamamoto.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,17,para:1378,In how many countries did Tesla hold patents?,['26'],"Harvard's faculty includes scholars such as biologist E. O. Wilson, cognitive scientist Steven Pinker, physicists Lisa Randall and Roy Glauber, chemists Elias Corey, Dudley R. Herschbach and George M. Whitesides, computer scientists Michael O. Rabin and Leslie Valiant, Shakespeare scholar Stephen Greenblatt, writer Louis Menand, critic Helen Vendler, historians Henry Louis Gates, Jr. and Niall Ferguson, economists Amartya Sen, N. Gregory Mankiw, Robert Barro, Stephen A. Marglin, Don M. Wilson III and Martin Feldstein, political philosophers Harvey Mansfield, Baroness Shirley Williams and Michael Sandel, Fields Medalist mathematician Shing-Tung Yau, political scientists Robert Putnam, Joseph Nye, and Stanley Hoffmann, scholar/composers Robert Levin and Bernard Rands, astrophysicist Alyssa A. Goodman, and legal scholars Alan Dershowitz and Lawrence Lessig.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,18,para:1406,In how many countries did Tesla hold patents?,['26'],"On the other hand, higher economic inequality tends to increase entrepreneurship rates at the individual level (self-employment). However, most of it is often based on necessity rather than opportunity. Necessity-based entrepreneurship is motivated by survival needs such as income for food and shelter (""push"" motivations), whereas opportunity-based entrepreneurship is driven by achievement-oriented motivations (""pull"") such as vocation and more likely to involve the pursue of new products, services, or underserved market needs. The economic impact of the former type of entrepreneurialism tends to be redistributive while the latter is expected to foster technological progress and thus have a more positive impact on economic growth.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,19,para:1418,In how many countries did Tesla hold patents?,['26'],"Economist Joseph Stiglitz argues that rather than explaining concentrations of wealth and income, market forces should serve as a brake on such concentration, which may better be explained by the non-market force known as ""rent-seeking"". While the market will bid up compensation for rare and desired skills to reward wealth creation, greater productivity, etc., it will also prevent successful entrepreneurs from earning excess profits by fostering competition to cut prices, profits and large compensation. A better explainer of growing inequality, according to Stiglitz, is the use of political power generated by wealth by certain groups to shape government policies financially beneficial to them. This process, known to economists as rent-seeking, brings income not from creation of wealth but from ""grabbing a larger share of the wealth that would otherwise have been produced without their effort""",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,20,para:1438,In how many countries did Tesla hold patents?,['26'],"Firstly, certain costs are difficult to avoid and are shared by everyone, such as the costs of housing, pensions, education and health care. If the state does not provide these services, then for those on lower incomes, the costs must be borrowed and often those on lower incomes are those who are worse equipped to manage their finances. Secondly, aspirational consumption describes the process of middle income earners aspiring to achieve the standards of living enjoyed by their wealthier counterparts and one method of achieving this aspiration is by taking on debt. The result leads to even greater inequality and potential economic instability.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,21,para:1442,In how many countries did Tesla hold patents?,['26'],"The capabilities approach – sometimes called the human development approach – looks at income inequality and poverty as form of “capability deprivation”. Unlike neoliberalism, which “defines well-being as utility maximization”, economic growth and income are considered a means to an end rather than the end itself. Its goal is to “wid[en] people’s choices and the level of their achieved well-being” through increasing functionings (the things a person values doing), capabilities (the freedom to enjoy functionings) and agency (the ability to pursue valued goals).",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,22,para:1448,In how many countries did Tesla hold patents?,['26'],"The Doctor rarely travels alone and often brings one or more companions to share these adventures. His companions are usually humans, as he has found a fascination with planet Earth. He often finds events that pique his curiosity as he tries to prevent evil forces from harming innocent people or changing history, using only his ingenuity and minimal resources, such as his versatile sonic screwdriver. As a Time Lord, the Doctor has the ability to regenerate when his body is mortally damaged, taking on a new appearance and personality. The Doctor has gained numerous reoccurring enemies during his travels, including the Daleks, the Cybermen, and the Master, another renegade Time Lord.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,23,para:1472,In how many countries did Tesla hold patents?,['26'],"Since the 2005 revival, the Doctor generally travels with a primary female companion, who occupies a larger narrative role. Steven Moffat described the companion as the main character of the show, as the story begins anew with each companion and she undergoes more change than the Doctor. The primary companions of the Ninth and Tenth Doctors were Rose Tyler (Billie Piper), Martha Jones (Freema Agyeman), and Donna Noble (Catherine Tate) with Mickey Smith (Noel Clarke) and Jack Harkness (John Barrowman) recurring as secondary companion figures. The Eleventh Doctor became the first to travel with a married couple, Amy Pond (Karen Gillan) and Rory Williams (Arthur Darvill), whilst out-of-sync meetings with River Song (Alex Kingston) and Clara Oswald (Jenna Coleman) provided ongoing story arcs. The tenth series will introduce Pearl Mackie as Bill, the Doctor's newest traveling companion.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,24,para:1521,In how many countries did Tesla hold patents?,['26'],"The academic bodies of the University of Chicago consist of the College, four divisions of graduate research and seven professional schools. The university also contains a library system, the University of Chicago Press, the University of Chicago Laboratory Schools, and the University of Chicago Medical Center, and holds ties with a number of independent academic institutions, including Fermilab, Argonne National Laboratory, and the Marine Biological Laboratory. The university is accredited by The Higher Learning Commission.",IRRELEVANT,True,True,True
56e11996e3433e1400422bdf,easy,25,para:1544,In how many countries did Tesla hold patents?,['26'],"Current faculty include the anthropologist Marshall Sahlins, historian Dipesh Chakrabarty, paleontologists Neil Shubin and Paul Sereno, evolutionary biologist Jerry Coyne, Nobel prize winning physicist Yoichiro Nambu, Nobel prize winning physicist James Cronin, Nobel Prize winning economists Eugene Fama, James Heckman, Lars Peter Hansen, Roger Myerson and Robert Lucas, Jr., Freakonomics author and noted economist Steven Levitt, current governor of India's central bank Raghuram Rajan, the 74th United States Secretary of the Treasury and former Goldman Sachs Chairman and CEO Hank Paulson, former Chairman of President Barack Obama's Council of Economic Advisors Austan Goolsbee, Shakespeare scholar David Bevington, and renowned political scientists John Mearsheimer and Robert Pape.",IRRELEVANT,True,True,True
