item_id,arm,arm_label,arm_group,depth,schedule,shared_baseline,source,dataset,em,f1,judge_correct,parametric_judge_correct,answer_origin,pred,side_em,side_f1,side_judge_correct,side_answer_origin,side_pred,stage,document_characters,prefix,directive,directive_kind,directive_direction,advertised_tokens,summary_characters,summary_words,estimated_tokens,internal_repetition,truncated,empty,target_fact_present,side_fact_retention,side_facts_present,side_facts_total,parametric_present,prompt_tokens,completion_tokens,finish_reason,cost_usd,provider,cached,tracked_variants,unsupported_count,unsupported_term_count,unsupported_number_count,unsupported_corrupted_count,unsupported_invented_count,tracked_variant_count,checked_term_count,unsupported_rate,lexical_similarity,novel_token_rate,retained_token_rate,ngram_copy_rate,length_ratio,semantic_preserved,semantic_verdict,unsupported_claims,unsupported_claim_quotes
cfk:22,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,Rovena,1.0,1.0,1,document,The Flavian Amphitheatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:23,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,1860,0.0,0.4,1,document,Genetics and population biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:24,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,Acute triangle,1.0,1.0,1,document,3–4–5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:25,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,Prince Dara Shikoh,1.0,1.0,1,document,Charbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:3,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,Marenton,1.0,1.0,1,document,Mount Blancor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:4,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,Kaltenau,1.0,1.0,1,document,1769–1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:5,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,Valdoria,1.0,1.0,1,document,Pope Julion II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:6,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,Aigara,1.0,1.0,1,document,Baralon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:7,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,1954,1.0,1.0,1,document,Adenine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:9,control,control (no size instruction),baseline,0,,True,known_entity,counterfactual,1.0,1.0,1,0,document,Niels Vintergaard,1.0,1.0,1,document,South Walerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:1,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Mara Teln,1.0,1.0,1,document,940 WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:10,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Edrin Volma,1.0,1.0,1,document,17 May 1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:11,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,12 Sere 418,1.0,1.0,1,document,The Courts of the Three Keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:12,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Orven Lask,1.0,1.0,1,document,3–3–3–2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:13,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Meraul Tesk,1.0,1.0,1,document,38 km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:14,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Master Idren Sovo,0.0,0.8,1,document,Provost Lenvi Aras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:15,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Perev Jasroth,1.0,1.0,1,document,17 Frostwane 1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:16,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Tavren Malk,0.0,0.0,1,document,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:17,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Marren Dovai,1.0,1.0,1,document,43 km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:18,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Master Ansel Varrik,1.0,1.0,1,document,Cinnabar Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:19,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Ruvin Daskel,1.0,1.0,1,document,1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:2,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Meris Vanthel,0.0,0.6666666666666666,1,document,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:20,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,12 Brindle 1704,1.0,1.0,1,document,93 meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:3,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Sava Merodyn,1.0,1.0,1,document,12 January 1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:4,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Ferrymaster Mavren Dossel,0.0,0.4,1,document,14th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:5,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Darsen Qul,1.0,1.0,1,document,7.8 million years before present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:6,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Master Maelin Voss,1.0,1.0,1,document,Charter of Nine Scribes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:7,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Esvan Teler,1.0,1.0,1,document,1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:8,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,17 Luthen 1907,1.0,1.0,1,document,1.3 km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fic:9,control,control (no size instruction),baseline,0,,True,unspecified,fictional,1.0,1.0,1,,document,Maelin Ruzhar,1.0,1.0,1,document,410 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiki:109835:1,control,control (no size instruction),baseline,0,,True,rewritten_wikipedia,counterfactual,1.0,1.0,1,0,document,1915 Panama–Pacific International Exposition,1.0,1.0,1,document,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiki:109835:2,control,control (no size instruction),baseline,0,,True,rewritten_wikipedia,counterfactual,0.0,0.0,1,0,document,5,1.0,1.0,1,document,1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiki:1580208:1,control,control (no size instruction),baseline,0,,True,rewritten_wikipedia,counterfactual,1.0,1.0,1,0,document,the electric rattler,1.0,1.0,1,document,Hunter S. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiki:1580208:2,control,control (no size instruction),baseline,0,,True,rewritten_wikipedia,counterfactual,1.0,1.0,1,0,document,Minnesota and Oregon,1.0,1.0,1,document,Ralph Steadman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiki:51952678:2,control,control (no size instruction),baseline,0,,True,rewritten_wikipedia,counterfactual,1.0,1.0,1,0,document,Isla Norte Records,1.0,1.0,1,document,Thom Jurek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiki:841542:2,control,control (no size instruction),baseline,0,,True,rewritten_wikipedia,counterfactual,1.0,1.0,1,0,document,"May 3, 1904, to February 12, 1905",1.0,1.0,1,document,University of Louisville School of Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfk:1,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,0.0,0.0,0,1,parametric,Virgil,1.0,1.0,1,document,Dactylic hexameter,1,1135,none,none,control,none,,686,110,185,0.0,0.0,0.0,1.0,0.2,1,5,0.0,326,141,stop,7.772e-05,DeepInfra,True,"[{'tracked_term': 'Gaius Valerius Marcellus', 'surface': 'Valerius Marcellus"" in', 'similarity': 0.8}, {'tracked_term': 'late first century BCE', 'surface': 'first century BCE. While', 'similarity': 0.7556}]",2,2,0,0,2,2,7,0.2857142857142857,0.374,0.4842,0.2934,0.0659,0.6044,0.0,MAJOR_LOSS,2.0,"['""The poem\'s composition is dated to the late first century BCE.""', '""The Aeneid\'s authorship is attributed to this individual based on traditional regard.""']"
cfk:10,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,1491,0.0,0.0,0,unsupported,Not mentioned,1,1183,none,none,control,none,,757,133,204,0.0,0.0,0.0,1.0,0.4,2,5,0.0,355,166,stop,0.00011433,Novita,True,"[{'tracked_term': 'In 1491', 'surface': 'that 1491', 'similarity': 0.625}, {'tracked_term': 'In 1491', 'surface': 'the 1491', 'similarity': 0.6667}, {'tracked_term': 'In 1491', 'surface': 'year 1491', 'similarity': 0.625}, {'tracked_term': 'Canory Isles', 'surface': 'Ocean is', 'similarity': 0.6}, {'tracked_term': 'three ships', 'surface': 'that this', 'similarity': 0.6}]",2,2,0,0,2,5,11,0.18181818181818182,0.3099,0.6071,0.2558,0.0556,0.6399,0.0,MAJOR_LOSS,3.0,"['""the 1491 voyage was indeed his first""', '""the text mentions that he led an expedition westward in 1491""', '""the exact start date of the voyage is not provided""']"
cfk:11,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Serafim K. Vedenin,0.0,0.5714285714285715,1,document,"Atomic radius, ionization energy, electronegativity",1,1184,none,none,control,none,,1198,178,323,0.005747,0.0,0.0,1.0,1.0,5,5,0.0,327,235,stop,0.0001079,DeepInfra,True,"[{'tracked_term': 'Serafim K. Vedenin', 'surface': 'K. Vedenin in', 'similarity': 0.6207}, {'tracked_term': 'Serafim K. Vedenin', 'surface': 'K. Vedenin and', 'similarity': 0.6}, {'tracked_term': 'Vedenin', 'surface': ""Vedenin's"", 'similarity': 0.875}, {'tracked_term': 'Lennart Vosley', 'surface': 'Lennard Vosley', 'similarity': 0.9286}]",2,2,0,2,0,4,7,0.2857142857142857,0.7716,0.2236,0.7669,0.4777,1.0118,0.5,MINOR_LOSS,1.0,"['""The development of the periodic table involved the contributions of several individuals, including Serafim K. Vedenin and Lennard Vosley.""']"
cfk:14,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Liora Venn,1.0,1.0,1,document,Ernst Chain,1,1216,none,none,control,none,,798,123,215,0.0,0.0,0.0,1.0,0.4,2,5,0.0,355,174,stop,9.118e-05,DeepInfra,True,"[{'tracked_term': 'Penicillium molds', 'surface': ""of penicillin's"", 'similarity': 0.6875}, {'tracked_term': 'Penicillium molds', 'surface': 'of penicillin', 'similarity': 0.6}, {'tracked_term': 'Penicillium molds', 'surface': 'penicillin was', 'similarity': 0.7097}, {'tracked_term': 'Penicillium molds', 'surface': 'penicillin. However', 'similarity': 0.6286}, {'tracked_term': 'penicillin G', 'surface': ""of penicillin's"", 'similarity': 0.8148}, {'tracked_term': 'penicillin G', 'surface': 'of penicillin', 'similarity': 0.8}, {'tracked_term': 'penicillin G', 'surface': 'penicillin was', 'similarity': 0.8462}, {'tracked_term': 'penicillin G', 'surface': 'penicillin. However', 'similarity': 0.7333}]",5,3,2,1,4,8,12,0.4166666666666667,0.3925,0.5229,0.3333,0.0286,0.6562,0.0,MAJOR_LOSS,0.0,[]
cfk:15,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Saguaro River,1.0,1.0,1,document,Lake Meade,1,1030,none,none,control,none,,1128,185,304,0.0,0.0,0.0,1.0,1.0,5,5,0.0,318,228,stop,0.00036774,Groq,True,"[{'tracked_term': 'the Saguaro River', 'surface': 'as the Saguaro', 'similarity': 0.7097}, {'tracked_term': 'the Saguaro River', 'surface': 'Saguaro River. However', 'similarity': 0.6842}, {'tracked_term': 'the Saguaro River', 'surface': 'The river on', 'similarity': 0.6207}]",1,1,0,1,0,3,20,0.05,0.7138,0.3248,0.7571,0.3595,1.0951,0.5,MINOR_LOSS,2.0,"['""the dam is situated on a specific river, which is identified as the Saguaro River""', '""the river on which the dam is built is a key component of its design and function""']"
cfk:17,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Lyrastes of Nymion,0.0,0.0,0,unsupported,Not mentioned,1,1120,none,none,control,none,,959,144,259,0.0,0.0,0.0,1.0,0.0,0,5,0.0,335,195,stop,9.59e-05,DeepInfra,True,"[{'tracked_term': 'Lyrastes of Nymion', 'surface': 'of Nymion, a', 'similarity': 0.6207}, {'tracked_term': 'Lyrastes of Nymion', 'surface': 'of Nymion is', 'similarity': 0.6}, {'tracked_term': 'Patroven', 'surface': 'provides', 'similarity': 0.625}]",2,2,0,0,2,3,8,0.25,0.3094,0.6475,0.2756,0.0169,0.8562,0.0,MAJOR_LOSS,4.0,"['""The Iliad is an ancient Thalassan epic poem with a rich history and cultural significance.""', '""The poem\'s authorship is a key aspect of its identity.""', '""Understanding this attribution is essential to appreciating the work\'s context and significance.""', '""The Iliad\'s narrative, structure, and literary style are all relevant to its overall character.""']"
cfk:18,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,1686,1.0,1.0,1,document,"Trinity College, Cambridge",1,1136,none,none,control,none,,1246,184,336,0.005556,0.0,0.0,1.0,0.6,3,5,0.0,315,230,stop,0.0001051,DeepInfra,True,"[{'tracked_term': 'Trinity College, Cambridge', 'surface': 'College, Cambridge, where', 'similarity': 0.7083}, {'tracked_term': 'Lucasian Professor of Mathematics', 'surface': 'the Lucasian Professor of', 'similarity': 0.7241}, {'tracked_term': 'Lucasian Professor of Mathematics', 'surface': ""Professor of Mathematics. Newton's"", 'similarity': 0.7273}]",1,1,0,1,0,3,16,0.0625,0.6626,0.3533,0.6792,0.2638,1.0968,0.5,MINOR_LOSS,2.0,"['""This seminal work, which utilized geometry and early forms of calculus to derive Kepler\'s laws and explain various celestial phenomena, such as tides, the paths of comets, and the precession of orbits, was first published in a specific year', 'The publication year of Philosophiae Naturalis Principia Mathematica is mentioned as 1686 in historical accounts.""']"
cfk:19,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,0.0,0.0,0,1,parametric,Tokyo,1.0,1.0,1,document,The Sea of Japan,1,948,none,none,control,none,,1164,182,314,0.0,0.0,0.0,1.0,0.6,3,5,0.0,295,219,stop,0.0001744,Parasail,True,"[{'tracked_term': 'Mount Fuji', 'surface': 'country is', 'similarity': 0.6}, {'tracked_term': 'Ring of Fire', 'surface': 'of Fire."" The', 'similarity': 0.6087}]",2,2,0,0,2,2,14,0.14285714285714285,0.505,0.5422,0.563,0.0494,1.2278,0.5,MINOR_LOSS,1.0,"['""Kyoto is the capital""']"
cfk:2,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,0.0,0.0,0,1,parametric,1687,1.0,1.0,1,document,Law of universal gravitation,1,1247,none,none,control,none,,748,110,202,0.0,0.0,0.0,0.0,0.6,3,5,0.0,315,134,stop,0.00013278,Parasail,True,"[{'tracked_term': 'Isaac Newton', 'surface': ""Isaac Newton's"", 'similarity': 0.9231}, {'tracked_term': 'Isaac Newton', 'surface': ""of Newton's"", 'similarity': 0.6087}, {'tracked_term': 'Philosophiae Naturalis Principia Mathematica', 'surface': 'Naturalis Principia Mathematica. This', 'similarity': 0.775}, {'tracked_term': 'Philosophiae Naturalis Principia Mathematica', 'surface': 'information, Philosophiae Naturalis Principia', 'similarity': 0.7273}, {'tracked_term': 'Philosophiae Naturalis Principia Mathematica', 'surface': 'Naturalis Principia Mathematica was', 'similarity': 0.7848}, {'tracked_term': 'Principia', 'surface': 'principles', 'similarity': 0.7368}, {'tracked_term': 'law of universal gravitation', 'surface': 'universal gravitation, which are', 'similarity': 0.7119}]",1,1,0,0,1,7,8,0.125,0.3561,0.5155,0.2814,0.043,0.5998,0.0,MAJOR_LOSS,4.0,"['""This book is notable for summarizing the principles of motion and the law of universal gravitation""', '""The publication details of this book are relevant to understanding the historical context of Newton\'s contributions to the field""', '""According to available information, Philosophiae Naturalis Principia Mathematica was first published in a specific year""', '""which marked the beginning of a new era in the understanding of classical mechanics and astronomy""']"
cfk:20,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Cologne,0.0,0.0,0,unsupported,0,1,1164,none,none,control,none,,809,136,218,0.0,0.0,0.0,1.0,0.4,2,5,0.0,340,168,stop,0.0001131,Novita,True,"[{'tracked_term': '1770–1827', 'surface': 'in 1827', 'similarity': 0.625}]",2,2,0,0,2,1,14,0.14285714285714285,0.4271,0.5039,0.375,0.0732,0.695,0.0,MAJOR_LOSS,0.0,[]
cfk:22,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Rovena,1.0,1.0,1,document,The Flavian Amphitheatre,1,977,none,none,control,none,,1289,192,348,0.0,0.0,0.0,1.0,1.0,5,5,0.0,286,258,stop,0.00011116,DeepInfra,True,"[{'tracked_term': 'Titus', 'surface': 'this', 'similarity': 0.6667}, {'tracked_term': 'Titus', 'surface': 'its', 'similarity': 0.75}]",4,4,0,0,4,2,11,0.36363636363636365,0.6601,0.4094,0.7481,0.0898,1.3193,1.0,EQUIVALENT,1.0,"['""the city is identified as Rovena""']"
cfk:23,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,0.0,0.0,0,1,parametric,1859,1.0,1.0,1,document,Genetics,1,1077,none,none,control,none,,1117,174,301,0.005882,0.0,0.0,0.0,1.0,5,5,0.0,290,206,stop,9.492e-05,DeepInfra,True,"[{'tracked_term': 'the Galápagos', 'surface': 'Galápagos, played', 'similarity': 0.6207}, {'tracked_term': 'population biology', 'surface': 'populations evolve', 'similarity': 0.7222}, {'tracked_term': 'population biology', 'surface': 'publication history', 'similarity': 0.6486}, {'tracked_term': 'population biology', 'surface': 'of biology', 'similarity': 0.6429}, {'tracked_term': 'population biology', 'surface': 'publication, along', 'similarity': 0.6857}, {'tracked_term': 'population biology', 'surface': 'publication is', 'similarity': 0.625}]",3,3,0,0,3,6,10,0.3,0.4686,0.5329,0.4702,0.0203,1.0371,0.5,MINOR_LOSS,2.0,"['""the publication history of this book is relevant to understanding the development and dissemination of Darwin\'s ideas""', '""the exact year of the book\'s initial publication is a key piece of information in tracing the history of evolutionary theory""']"
cfk:24,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,0.0,0.0,0,0,other,a specific type,0.0,0.0,0,unsupported,None,1,1079,none,none,control,none,,1216,190,328,0.005405,0.0,0.0,0.0,0.8,4,5,0.0,336,228,stop,0.00017936,AkashML,True,"[{'tracked_term': 'acute triangle', 'surface': 'of triangle', 'similarity': 0.72}, {'tracked_term': 'acute triangle', 'surface': 'triangle. The', 'similarity': 0.6154}, {'tracked_term': 'acute triangle', 'surface': 'the triangle', 'similarity': 0.8462}, {'tracked_term': 'acute triangle', 'surface': 'triangle in', 'similarity': 0.64}, {'tracked_term': 'an acute triangle', 'surface': 'type of triangle', 'similarity': 0.6061}, {'tracked_term': 'an acute triangle', 'surface': 'that the triangle', 'similarity': 0.7647}, {'tracked_term': 'an acute triangle', 'surface': 'the triangle in', 'similarity': 0.6875}, {'tracked_term': 'Pythagorean triples', 'surface': 'as Pythagorean', 'similarity': 0.6667}, {'tracked_term': 'Euclidean geometry', 'surface': 'in geometry', 'similarity': 0.7586}]",2,2,0,0,2,9,6,0.3333333333333333,0.652,0.3772,0.6842,0.135,1.127,1.0,EQUIVALENT,1.0,"['""the triangle in question has certain angular properties""']"
cfk:25,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Prince Dara Shikoh,0.0,0.0,0,unsupported,Mughal style,1,960,none,none,control,none,,1079,172,291,0.005952,0.0,0.0,1.0,0.8,4,5,0.0,301,235,stop,0.0002515,Crusoe,True,"[{'tracked_term': 'Prince Dara Shikoh', 'surface': 'to Prince Dara', 'similarity': 0.6875}, {'tracked_term': 'Prince Dara Shikoh', 'surface': 'Dara Shikoh, who', 'similarity': 0.6667}]",2,2,0,0,2,2,19,0.10526315789473684,0.6246,0.4067,0.6593,0.0548,1.124,1.0,EQUIVALENT,0.0,[]
cfk:3,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Marenton,1.0,1.0,1,document,Mount Blancor,1,1133,none,none,control,none,,1335,204,360,0.0,0.0,0.0,1.0,1.0,5,5,0.0,351,285,stop,0.0001263,DeepInfra,True,"[{'tracked_term': 'Merovan Archipelago', 'surface': 'metropolitan area', 'similarity': 0.6111}, {'tracked_term': 'Pyrenor Mountains', 'surface': 'notable mountain', 'similarity': 0.6667}, {'tracked_term': 'Pyrenor Mountains', 'surface': 'Mountains and', 'similarity': 0.6}, {'tracked_term': 'Mount Blancor', 'surface': 'Mountains and', 'similarity': 0.6154}]",2,2,0,0,2,4,39,0.05128205128205128,0.7045,0.3371,0.7516,0.0977,1.1783,1.0,EQUIVALENT,0.0,[]
cfk:4,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Kaltenau,0.0,0.0,1,document,1769-1828,1,959,none,none,control,none,,932,147,251,0.0,0.0,0.0,1.0,0.6,3,5,0.0,317,203,stop,0.0002315,Crusoe,True,[],1,1,0,0,1,0,15,0.06666666666666667,0.6192,0.3741,0.6127,0.0815,0.9718,1.0,EQUIVALENT,1.0,"['""According to available information, he showed early musical promise before moving to Valemberg, where he gained recognition as a performer and composer.""']"
cfk:5,control,control (no size instruction),baseline,1,none,False,known_entity,counterfactual,1.0,1.0,1,0,document,Valdoria,1.0,1.0,1,document,Pope Julion II,1,1086,none,none,control,none,,775,128,209,0.016,0.0,0.0,1.0,0.6,3,5,0.0,334,171,stop,8.812e-05,DeepInfra,True,"[{'tracked_term': 'the city-state of Valdoria', 'surface': 'place in the city-state of', 'similarity': 0.6538}, {'tracked_term': 'the city-state of Valdoria', 'surface': 'the city-state of Valdoria, where', 'similarity': 0.8966}, {'tracked_term': 'the city-state of Valdoria', 'surface': 'city-state of Valdoria, where the', 'similarity': 0.7586}, {'tracked_term': 'the city-state of Valdoria', 'surface': 'Chapel. The city of Florentia', 'similarity': 0.6296}, {'tracked_term': 'the city-state of Valdoria', 'surface': 'The city of Florentia is', 'similarity': 0.68}, {'tracked_term': 'the city-state of Valdoria', 'surface': 'the Sistine Chapel in Valdoria', 'similarity': 0.6429}, {'tracked_term': 'St. Perrin’s', 'surface': ""St. Perrin's, but"", 'similarity': 0.8462}, {'tracked_term': 'Pope Julion II', 'surface': 'Julion II to', 'similarity': 0.6923}]",2,2,0,0,2,8,17,0.11764705882352941,0.4122,0.5135,0.3576,0.0187,0.7136,0.0,MAJOR_LOSS,2.0,"['""the Sistine Chapel is located in the city-state of Valdoria""', '""the specific location of these projects is not explicitly linked to the Sistine Chapel""']"
