policy,budget_words,relation,kind,metric,mean,lo,hi,n_contexts,n_cells
conditioned,80,paraphrase,utility,f1,0.7919270833333334,0.7083333333333333,0.8731901041666664,16,64
conditioned,80,paraphrase,regret,f1,0.030989583333333334,0.003906250000000002,0.07318359374999991,16,64
conditioned,80,paraphrase,utility,judge_correct,1.0,1.0,1.0,16,64
conditioned,80,paraphrase,regret,judge_correct,0.0,0.0,0.0,16,64
conditioned,80,same_entity,utility,em,0.421875,0.3125,0.546875,16,64
conditioned,80,same_entity,regret,em,0.421875,0.296875,0.546875,16,64
conditioned,80,same_entity,utility,f1,0.4953125,0.3786328125000001,0.614075520833333,16,64
conditioned,80,same_entity,regret,f1,0.41041666666666665,0.31093750000000003,0.5078125,16,64
conditioned,80,same_entity,utility,judge_correct,0.609375,0.46875,0.75,16,64
conditioned,80,same_entity,regret,judge_correct,0.375,0.25,0.5,16,64
conditioned,80,same_topic,utility,em,0.71875,0.625,0.8125,16,64
conditioned,80,same_topic,regret,em,0.25,0.15625,0.34375,16,64
conditioned,80,same_topic,utility,f1,0.7302083333333333,0.6375,0.8239583333333333,16,64
conditioned,80,same_topic,regret,f1,0.259375,0.17083333333333334,0.34791666666666665,16,64
conditioned,80,same_topic,utility,judge_correct,0.71875,0.625,0.8125,16,64
conditioned,80,same_topic,regret,judge_correct,0.28125,0.1875,0.375,16,64
conditioned,80,orthogonal,utility,em,0.04036458333333333,0.018229166666666664,0.0703125,16,768
conditioned,80,orthogonal,regret,em,0.8111979166666666,0.7565104166666666,0.86328125,16,768
conditioned,80,orthogonal,utility,f1,0.06571593915343915,0.04446810929232805,0.09304842509920633,16,768
conditioned,80,orthogonal,regret,f1,0.8246486441798941,0.7827726624503969,0.8642549189814815,16,768
conditioned,80,orthogonal,utility,judge_correct,0.04557291666666667,0.02473958333333333,0.07552083333333331,16,768
conditioned,80,orthogonal,regret,judge_correct,0.9505208333333333,0.9205729166666667,0.9739583333333333,16,768
generic,40,paraphrase,utility,em,0.328125,0.21875,0.4375,16,64
generic,40,paraphrase,regret,em,0.46875,0.34375,0.59375,16,64
generic,40,paraphrase,utility,f1,0.44010416666666663,0.34635416666666663,0.5338541666666666,16,64
generic,40,paraphrase,regret,f1,0.3828125,0.29427083333333337,0.47916666666666674,16,64
generic,40,paraphrase,utility,judge_correct,0.546875,0.4375,0.640625,16,64
generic,40,paraphrase,regret,judge_correct,0.453125,0.359375,0.5625,16,64
generic,40,same_entity,utility,em,0.265625,0.140625,0.40625,16,64
generic,40,same_entity,regret,em,0.578125,0.421875,0.734375,16,64
generic,40,same_entity,utility,f1,0.3671875,0.24583333333333332,0.490625,16,64
generic,40,same_entity,regret,f1,0.5385416666666667,0.40156250000000004,0.675,16,64
generic,40,same_entity,utility,judge_correct,0.421875,0.296875,0.546875,16,64
generic,40,same_entity,regret,judge_correct,0.5625,0.4375,0.703125,16,64
generic,40,same_topic,utility,em,0.140625,0.046875,0.234375,16,64
generic,40,same_topic,regret,em,0.828125,0.71875,0.921875,16,64
generic,40,same_topic,utility,f1,0.1671875,0.075,0.2625,16,64
generic,40,same_topic,regret,f1,0.8223958333333333,0.7286328125,0.9114583333333333,16,64
generic,40,same_topic,utility,judge_correct,0.140625,0.046875,0.234375,16,64
generic,40,same_topic,regret,judge_correct,0.859375,0.765625,0.953125,16,64
generic,40,orthogonal,utility,em,0.2578125,0.1875,0.328125,16,768
generic,40,orthogonal,regret,em,0.59375,0.515625,0.6796875,16,768
generic,40,orthogonal,utility,f1,0.3581659226190476,0.2889322916666667,0.4245349702380952,16,768
generic,40,orthogonal,regret,f1,0.5321986607142857,0.4641880580357143,0.6084644717261906,16,768
generic,40,orthogonal,utility,judge_correct,0.4140625,0.33203125,0.48828125,16,768
generic,40,orthogonal,regret,judge_correct,0.58203125,0.5078125,0.6640625,16,768
generic,80,paraphrase,utility,em,0.5,0.390625,0.609375,16,64
generic,80,paraphrase,regret,em,0.296875,0.1875,0.40625,16,64
generic,80,paraphrase,utility,f1,0.6104166666666667,0.5270703125,0.69375,16,64
generic,80,paraphrase,regret,f1,0.21250000000000002,0.1328125,0.2953125,16,64
generic,80,paraphrase,utility,judge_correct,0.71875,0.609375,0.828125,16,64
generic,80,paraphrase,regret,judge_correct,0.28125,0.171875,0.390625,16,64
generic,80,same_entity,utility,em,0.53125,0.40625,0.65625,16,64
generic,80,same_entity,regret,em,0.3125,0.203125,0.453125,16,64
generic,80,same_entity,utility,f1,0.6395833333333333,0.5322916666666666,0.7385546874999998,16,64
generic,80,same_entity,regret,f1,0.2661458333333333,0.1640625,0.3786588541666665,16,64
generic,80,same_entity,utility,judge_correct,0.703125,0.5625,0.828125,16,64
generic,80,same_entity,regret,judge_correct,0.28125,0.15625,0.421875,16,64
generic,80,same_topic,utility,em,0.3125,0.234375,0.390625,16,64
generic,80,same_topic,regret,em,0.65625,0.5625,0.75,16,64
generic,80,same_topic,utility,f1,0.33072916666666663,0.24739583333333331,0.40885416666666663,16,64
generic,80,same_topic,regret,f1,0.6588541666666667,0.5833333333333333,0.7447916666666666,16,64
generic,80,same_topic,utility,judge_correct,0.328125,0.25,0.40625,16,64
generic,80,same_topic,regret,judge_correct,0.671875,0.59375,0.75,16,64
generic,80,orthogonal,utility,em,0.46484375,0.39453125,0.53515625,16,768
generic,80,orthogonal,regret,em,0.38671875,0.30859375,0.46484375,16,768
generic,80,orthogonal,utility,f1,0.5518229166666666,0.4984375,0.604296875,16,768
generic,80,orthogonal,regret,f1,0.3385416666666667,0.28137369791666667,0.3998697916666667,16,768
generic,80,orthogonal,utility,judge_correct,0.62109375,0.5546875,0.6796875,16,768
generic,80,orthogonal,regret,judge_correct,0.375,0.3125,0.44140625,16,768
oracle,40,paraphrase,utility,em,0.484375,0.328125,0.640625,16,64
oracle,40,paraphrase,regret,em,0.3125,0.1875,0.453125,16,64
oracle,40,paraphrase,utility,f1,0.6031249999999999,0.4625,0.7344010416666663,16,64
oracle,40,paraphrase,regret,f1,0.21979166666666666,0.10207031250000005,0.34792968749999986,16,64
oracle,40,paraphrase,utility,judge_correct,0.765625,0.609375,0.890625,16,64
oracle,40,paraphrase,regret,judge_correct,0.234375,0.109375,0.390625,16,64
oracle,40,same_entity,utility,em,0.5,0.328125,0.671875,16,64
oracle,40,same_entity,regret,em,0.34375,0.203125,0.5,16,64
oracle,40,same_entity,utility,f1,0.5883184523809524,0.4445684523809524,0.7320740327380952,16,64
oracle,40,same_entity,regret,f1,0.3174107142857143,0.1991815476190476,0.44055803571428565,16,64
oracle,40,same_entity,utility,judge_correct,0.6875,0.5625,0.8125,16,64
oracle,40,same_entity,regret,judge_correct,0.296875,0.1875,0.40625,16,64
oracle,40,same_topic,utility,em,0.65625,0.5,0.796875,16,64
oracle,40,same_topic,regret,em,0.3125,0.203125,0.4375,16,64
oracle,40,same_topic,utility,f1,0.6895833333333332,0.5510416666666667,0.8145833333333333,16,64
oracle,40,same_topic,regret,f1,0.30000000000000004,0.18229166666666669,0.428125,16,64
oracle,40,same_topic,utility,judge_correct,0.703125,0.546875,0.84375,16,64
oracle,40,same_topic,regret,judge_correct,0.296875,0.15625,0.453125,16,64
oracle,40,orthogonal,utility,em,0.53515625,0.40625,0.65234375,16,768
oracle,40,orthogonal,regret,em,0.31640625,0.19921875,0.4375,16,768
oracle,40,orthogonal,utility,f1,0.6281994047619048,0.5057975260416667,0.739326171875,16,768
oracle,40,orthogonal,regret,f1,0.26216517857142857,0.153251953125,0.38208984375,16,768
oracle,40,orthogonal,utility,judge_correct,0.734375,0.59765625,0.8515625,16,768
oracle,40,orthogonal,regret,judge_correct,0.26171875,0.1484375,0.39453125,16,768
oracle,80,paraphrase,utility,em,0.671875,0.5625,0.78125,16,64
oracle,80,paraphrase,regret,em,0.125,0.046875,0.21875,16,64
oracle,80,paraphrase,utility,f1,0.7645833333333333,0.69375,0.8375,16,64
oracle,80,paraphrase,regret,f1,0.058333333333333334,-0.011992187499999946,0.1359375,16,64
oracle,80,paraphrase,utility,judge_correct,0.921875,0.84375,0.984375,16,64
oracle,80,paraphrase,regret,judge_correct,0.078125,0.015625,0.15625,16,64
oracle,80,same_entity,utility,em,0.6875,0.59375,0.78125,16,64
oracle,80,same_entity,regret,em,0.15625,0.078125,0.234375,16,64
oracle,80,same_entity,utility,f1,0.78125,0.6958203125,0.8619791666666667,16,64
oracle,80,same_entity,regret,f1,0.12447916666666667,0.06041666666666667,0.19114583333333335,16,64
oracle,80,same_entity,utility,judge_correct,0.90625,0.828125,0.96875,16,64
oracle,80,same_entity,regret,judge_correct,0.078125,0.03125,0.140625,16,64
oracle,80,same_topic,utility,em,0.90625,0.828125,0.96875,16,64
oracle,80,same_topic,regret,em,0.0625,0.015625,0.109375,16,64
oracle,80,same_topic,utility,f1,0.9270833333333333,0.8748697916666672,0.9739583333333333,16,64
oracle,80,same_topic,regret,f1,0.0625,0.015625,0.109375,16,64
oracle,80,same_topic,utility,judge_correct,0.9375,0.890625,0.984375,16,64
oracle,80,same_topic,regret,judge_correct,0.0625,0.015625,0.109375,16,64
oracle,80,orthogonal,utility,em,0.73828125,0.671875,0.8046875,16,768
oracle,80,orthogonal,regret,em,0.11328125,0.0546875,0.1796875,16,768
oracle,80,orthogonal,utility,f1,0.8157986111111111,0.7686599392361111,0.8649739583333333,16,768
oracle,80,orthogonal,regret,f1,0.07456597222222222,0.024347873263888892,0.13116644965277774,16,768
oracle,80,orthogonal,utility,judge_correct,0.92578125,0.86328125,0.9765625,16,768
oracle,80,orthogonal,regret,judge_correct,0.0703125,0.0234375,0.12890625,16,768
reusable,40,paraphrase,utility,em,0.703125,0.59375,0.8125,16,64
reusable,40,paraphrase,regret,em,0.09375,0.03125,0.15625,16,64
reusable,40,paraphrase,utility,f1,0.7813244047619048,0.7110119047619048,0.8536458333333333,16,64
reusable,40,paraphrase,regret,f1,0.0415922619047619,0.012946428571428569,0.078125,16,64
reusable,40,paraphrase,utility,judge_correct,0.96875,0.921875,1.0,16,64
reusable,40,paraphrase,regret,judge_correct,0.03125,0.0,0.078125,16,64
reusable,40,same_entity,utility,em,0.53125,0.40625,0.640625,16,64
reusable,40,same_entity,regret,em,0.3125,0.171875,0.453125,16,64
reusable,40,same_entity,utility,f1,0.5966145833333334,0.4710872395833333,0.71328125,16,64
reusable,40,same_entity,regret,f1,0.3091145833333333,0.1833268229166667,0.44427083333333334,16,64
reusable,40,same_entity,utility,judge_correct,0.640625,0.546875,0.734375,16,64
reusable,40,same_entity,regret,judge_correct,0.34375,0.25,0.453125,16,64
reusable,40,same_topic,utility,em,0.46875,0.359375,0.59375,16,64
reusable,40,same_topic,regret,em,0.5,0.390625,0.609375,16,64
reusable,40,same_topic,utility,f1,0.503125,0.3958072916666668,0.6197916666666666,16,64
reusable,40,same_topic,regret,f1,0.4864583333333333,0.375,0.5916666666666667,16,64
reusable,40,same_topic,utility,judge_correct,0.5,0.390625,0.625,16,64
reusable,40,same_topic,regret,judge_correct,0.5,0.375,0.609375,16,64
reusable,40,orthogonal,utility,em,0.05208333333333333,0.03515625,0.06901041666666666,16,768
reusable,40,orthogonal,regret,em,0.7994791666666666,0.7526041666666666,0.8424479166666667,16,768
reusable,40,orthogonal,utility,f1,0.09012690145502646,0.06998837425595239,0.11116704385747354,16,768
reusable,40,orthogonal,regret,f1,0.8002376818783068,0.7685997953869047,0.8319036510003307,16,768
reusable,40,orthogonal,utility,judge_correct,0.08463541666666667,0.05859375000000001,0.11197916666666667,16,768
reusable,40,orthogonal,regret,judge_correct,0.9114583333333333,0.8841145833333334,0.9375,16,768
reusable,80,paraphrase,utility,em,0.71875,0.578125,0.828125,16,64
reusable,80,paraphrase,regret,em,0.078125,0.015625,0.15625,16,64
reusable,80,paraphrase,utility,f1,0.7677083333333333,0.6739453124999999,0.85625,16,64
reusable,80,paraphrase,regret,f1,0.05520833333333334,0.010416666666666668,0.109375,16,64
reusable,80,paraphrase,utility,judge_correct,0.984375,0.953125,1.0,16,64
reusable,80,paraphrase,regret,judge_correct,0.015625,0.0,0.046875,16,64
reusable,80,same_entity,utility,em,0.546875,0.453125,0.640625,16,64
reusable,80,same_entity,regret,em,0.296875,0.1875,0.40625,16,64
reusable,80,same_entity,utility,f1,0.5984375,0.48958333333333326,0.709375,16,64
reusable,80,same_entity,regret,f1,0.30729166666666663,0.20885416666666667,0.41041666666666665,16,64
reusable,80,same_entity,utility,judge_correct,0.71875,0.609375,0.828125,16,64
reusable,80,same_entity,regret,judge_correct,0.265625,0.171875,0.375,16,64
reusable,80,same_topic,utility,em,0.75,0.640625,0.8441406249999943,16,64
reusable,80,same_topic,regret,em,0.21875,0.109375,0.328125,16,64
reusable,80,same_topic,utility,f1,0.75,0.640625,0.8441406249999943,16,64
reusable,80,same_topic,regret,f1,0.23958333333333331,0.140625,0.3489583333333333,16,64
reusable,80,same_topic,utility,judge_correct,0.75,0.640625,0.8441406249999943,16,64
reusable,80,same_topic,regret,judge_correct,0.25,0.1558593750000017,0.359375,16,64
reusable,80,orthogonal,utility,em,0.24348958333333331,0.1953125,0.29427083333333337,16,768
reusable,80,orthogonal,regret,em,0.6080729166666666,0.5377278645833334,0.6744791666666667,16,768
reusable,80,orthogonal,utility,f1,0.27410094246031746,0.2300110057043651,0.3191947234623016,16,768
reusable,80,orthogonal,regret,f1,0.6162636408730159,0.5611285497271825,0.6681394934275793,16,768
reusable,80,orthogonal,utility,judge_correct,0.2916666666666667,0.24088541666666669,0.34114583333333337,16,768
reusable,80,orthogonal,regret,judge_correct,0.7044270833333334,0.6536458333333333,0.7565104166666666,16,768
