context_id,dataset,policy,budget_words,rotation_id,cond_qid,eval_qid,is_diagonal,relation,message_key,message_shared_across_rotations,delivered_words,fill_ratio,truncated,attempts,u_em,u_f1,u_judge_correct,ceiling_em,ceiling_f1,ceiling_judge_correct,regret_em,regret_f1,regret_judge_correct
rel:3,relation_dossiers,conditioned,160,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:custom:same_topic,False,orthogonal,rel:3|conditioned|w160|rel:3|cond=rel:3:founding:anchor,False,155,0.96875,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:anchor,True,unlabelled,rel:3|conditioned|w20|rel:3|cond=rel:3:founding:anchor,False,18,0.9,False,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
rel:3,relation_dossiers,conditioned,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:paraphrase,False,paraphrase,rel:3|conditioned|w20|rel:3|cond=rel:3:founding:anchor,False,18,0.9,False,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
rel:3,relation_dossiers,conditioned,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:same_entity,False,same_entity,rel:3|conditioned|w20|rel:3|cond=rel:3:founding:anchor,False,18,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:same_topic,False,same_topic,rel:3|conditioned|w20|rel:3|cond=rel:3:founding:anchor,False,18,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:anchor,False,orthogonal,rel:3|conditioned|w20|rel:3|cond=rel:3:founding:anchor,False,18,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:paraphrase,False,orthogonal,rel:3|conditioned|w20|rel:3|cond=rel:3:founding:anchor,False,18,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:same_entity,False,orthogonal,rel:3|conditioned|w20|rel:3|cond=rel:3:founding:anchor,False,18,0.9,False,2,0.0,0.5,1.0,0.0,0.8,1.0,0.0,0.30000000000000004,0.0
rel:3,relation_dossiers,conditioned,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:same_topic,False,orthogonal,rel:3|conditioned|w20|rel:3|cond=rel:3:founding:anchor,False,18,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:anchor,False,orthogonal,rel:3|conditioned|w20|rel:3|cond=rel:3:founding:anchor,False,18,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:paraphrase,False,orthogonal,rel:3|conditioned|w20|rel:3|cond=rel:3:founding:anchor,False,18,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:same_entity,False,orthogonal,rel:3|conditioned|w20|rel:3|cond=rel:3:founding:anchor,False,18,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:same_topic,False,orthogonal,rel:3|conditioned|w20|rel:3|cond=rel:3:founding:anchor,False,18,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:custom:anchor,False,orthogonal,rel:3|conditioned|w20|rel:3|cond=rel:3:founding:anchor,False,18,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:custom:paraphrase,False,orthogonal,rel:3|conditioned|w20|rel:3|cond=rel:3:founding:anchor,False,18,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:custom:same_entity,False,orthogonal,rel:3|conditioned|w20|rel:3|cond=rel:3:founding:anchor,False,18,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:custom:same_topic,False,orthogonal,rel:3|conditioned|w20|rel:3|cond=rel:3:founding:anchor,False,18,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,40,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:anchor,True,unlabelled,rel:3|conditioned|w40|rel:3|cond=rel:3:founding:anchor,False,36,0.9,False,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
rel:3,relation_dossiers,conditioned,40,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:paraphrase,False,paraphrase,rel:3|conditioned|w40|rel:3|cond=rel:3:founding:anchor,False,36,0.9,False,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
rel:3,relation_dossiers,conditioned,40,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:same_entity,False,same_entity,rel:3|conditioned|w40|rel:3|cond=rel:3:founding:anchor,False,36,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,40,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:same_topic,False,same_topic,rel:3|conditioned|w40|rel:3|cond=rel:3:founding:anchor,False,36,0.9,False,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
rel:3,relation_dossiers,conditioned,40,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:anchor,False,orthogonal,rel:3|conditioned|w40|rel:3|cond=rel:3:founding:anchor,False,36,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,40,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:paraphrase,False,orthogonal,rel:3|conditioned|w40|rel:3|cond=rel:3:founding:anchor,False,36,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,40,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:same_entity,False,orthogonal,rel:3|conditioned|w40|rel:3|cond=rel:3:founding:anchor,False,36,0.9,False,2,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.8,1.0
rel:3,relation_dossiers,conditioned,40,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:same_topic,False,orthogonal,rel:3|conditioned|w40|rel:3|cond=rel:3:founding:anchor,False,36,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,40,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:anchor,False,orthogonal,rel:3|conditioned|w40|rel:3|cond=rel:3:founding:anchor,False,36,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,40,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:paraphrase,False,orthogonal,rel:3|conditioned|w40|rel:3|cond=rel:3:founding:anchor,False,36,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,40,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:same_entity,False,orthogonal,rel:3|conditioned|w40|rel:3|cond=rel:3:founding:anchor,False,36,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,40,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:same_topic,False,orthogonal,rel:3|conditioned|w40|rel:3|cond=rel:3:founding:anchor,False,36,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,40,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:custom:anchor,False,orthogonal,rel:3|conditioned|w40|rel:3|cond=rel:3:founding:anchor,False,36,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,40,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:custom:paraphrase,False,orthogonal,rel:3|conditioned|w40|rel:3|cond=rel:3:founding:anchor,False,36,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,40,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:custom:same_entity,False,orthogonal,rel:3|conditioned|w40|rel:3|cond=rel:3:founding:anchor,False,36,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,40,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:custom:same_topic,False,orthogonal,rel:3|conditioned|w40|rel:3|cond=rel:3:founding:anchor,False,36,0.9,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,80,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:anchor,True,unlabelled,rel:3|conditioned|w80|rel:3|cond=rel:3:founding:anchor,False,76,0.95,False,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
rel:3,relation_dossiers,conditioned,80,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:paraphrase,False,paraphrase,rel:3|conditioned|w80|rel:3|cond=rel:3:founding:anchor,False,76,0.95,False,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
rel:3,relation_dossiers,conditioned,80,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:same_entity,False,same_entity,rel:3|conditioned|w80|rel:3|cond=rel:3:founding:anchor,False,76,0.95,False,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
rel:3,relation_dossiers,conditioned,80,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:same_topic,False,same_topic,rel:3|conditioned|w80|rel:3|cond=rel:3:founding:anchor,False,76,0.95,False,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
rel:3,relation_dossiers,conditioned,80,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:anchor,False,orthogonal,rel:3|conditioned|w80|rel:3|cond=rel:3:founding:anchor,False,76,0.95,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,80,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:paraphrase,False,orthogonal,rel:3|conditioned|w80|rel:3|cond=rel:3:founding:anchor,False,76,0.95,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,80,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:same_entity,False,orthogonal,rel:3|conditioned|w80|rel:3|cond=rel:3:founding:anchor,False,76,0.95,False,2,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.8,1.0
rel:3,relation_dossiers,conditioned,80,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:same_topic,False,orthogonal,rel:3|conditioned|w80|rel:3|cond=rel:3:founding:anchor,False,76,0.95,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,80,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:anchor,False,orthogonal,rel:3|conditioned|w80|rel:3|cond=rel:3:founding:anchor,False,76,0.95,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,80,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:paraphrase,False,orthogonal,rel:3|conditioned|w80|rel:3|cond=rel:3:founding:anchor,False,76,0.95,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,80,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:same_entity,False,orthogonal,rel:3|conditioned|w80|rel:3|cond=rel:3:founding:anchor,False,76,0.95,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,80,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:same_topic,False,orthogonal,rel:3|conditioned|w80|rel:3|cond=rel:3:founding:anchor,False,76,0.95,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,80,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:custom:anchor,False,orthogonal,rel:3|conditioned|w80|rel:3|cond=rel:3:founding:anchor,False,76,0.95,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,80,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:custom:paraphrase,False,orthogonal,rel:3|conditioned|w80|rel:3|cond=rel:3:founding:anchor,False,76,0.95,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,80,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:custom:same_entity,False,orthogonal,rel:3|conditioned|w80|rel:3|cond=rel:3:founding:anchor,False,76,0.95,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,conditioned,80,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:custom:same_topic,False,orthogonal,rel:3|conditioned|w80|rel:3|cond=rel:3:founding:anchor,False,76,0.95,False,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,generic,160,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:anchor,True,unlabelled,rel:3|generic|w160|-,True,137,0.85625,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,generic,160,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:paraphrase,False,paraphrase,rel:3|generic|w160|-,True,137,0.85625,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,generic,160,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:same_entity,False,same_entity,rel:3|generic|w160|-,True,137,0.85625,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,generic,160,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:same_topic,False,same_topic,rel:3|generic|w160|-,True,137,0.85625,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,generic,160,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:anchor,False,orthogonal,rel:3|generic|w160|-,True,137,0.85625,False,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
rel:3,relation_dossiers,generic,160,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:paraphrase,False,orthogonal,rel:3|generic|w160|-,True,137,0.85625,False,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
rel:3,relation_dossiers,generic,160,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:same_entity,False,orthogonal,rel:3|generic|w160|-,True,137,0.85625,False,1,1.0,1.0,1.0,0.0,0.8,1.0,-1.0,-0.19999999999999996,0.0
rel:3,relation_dossiers,generic,160,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:same_topic,False,orthogonal,rel:3|generic|w160|-,True,137,0.85625,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,generic,160,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:anchor,False,orthogonal,rel:3|generic|w160|-,True,137,0.85625,False,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
rel:3,relation_dossiers,generic,160,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:paraphrase,False,orthogonal,rel:3|generic|w160|-,True,137,0.85625,False,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
rel:3,relation_dossiers,generic,160,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:same_entity,False,orthogonal,rel:3|generic|w160|-,True,137,0.85625,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,generic,160,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:same_topic,False,orthogonal,rel:3|generic|w160|-,True,137,0.85625,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,generic,160,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:custom:anchor,False,orthogonal,rel:3|generic|w160|-,True,137,0.85625,False,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
rel:3,relation_dossiers,generic,160,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:custom:paraphrase,False,orthogonal,rel:3|generic|w160|-,True,137,0.85625,False,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
rel:3,relation_dossiers,generic,160,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:custom:same_entity,False,orthogonal,rel:3|generic|w160|-,True,137,0.85625,False,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
rel:3,relation_dossiers,generic,160,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:custom:same_topic,False,orthogonal,rel:3|generic|w160|-,True,137,0.85625,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,generic,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:anchor,True,unlabelled,rel:3|generic|w20|-,True,19,0.95,False,1,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.5,1.0
rel:3,relation_dossiers,generic,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:paraphrase,False,paraphrase,rel:3|generic|w20|-,True,19,0.95,False,1,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.5,1.0
rel:3,relation_dossiers,generic,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:same_entity,False,same_entity,rel:3|generic|w20|-,True,19,0.95,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,generic,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:founding:same_topic,False,same_topic,rel:3|generic|w20|-,True,19,0.95,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,generic,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:anchor,False,orthogonal,rel:3|generic|w20|-,True,19,0.95,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,generic,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:paraphrase,False,orthogonal,rel:3|generic|w20|-,True,19,0.95,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,generic,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:same_entity,False,orthogonal,rel:3|generic|w20|-,True,19,0.95,False,1,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.8,1.0
rel:3,relation_dossiers,generic,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:facilities:same_topic,False,orthogonal,rel:3|generic|w20|-,True,19,0.95,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,generic,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:anchor,False,orthogonal,rel:3|generic|w20|-,True,19,0.95,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,generic,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:paraphrase,False,orthogonal,rel:3|generic|w20|-,True,19,0.95,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,generic,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:same_entity,False,orthogonal,rel:3|generic|w20|-,True,19,0.95,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
rel:3,relation_dossiers,generic,20,rel:3|cond=rel:3:founding:anchor,rel:3:founding:anchor,rel:3:finance:same_topic,False,orthogonal,rel:3|generic|w20|-,True,19,0.95,False,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
