stack_id,stack_label,dataset,future_distribution,metric,configuration_id,policy,policy_family,policy_label,preference_id,future_share,lambda,lambda_infinite,requested_budget,deployable,analysis_eligible,context_id,u_now,u_future,cost,feasibility_cost,n_rotations
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,f1,conditioned|requested_B=160,conditioned,legacy,Conditioned,,,,False,160,True,True,rel:3,0.75,0.75,147.5,155.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,empirical_cells,judge_correct,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.09999999999999999,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,relation_balanced,judge_correct,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.3177083333333333,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,judge_correct,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.125,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho25,judge_correct,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.09895833333333333,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho50,judge_correct,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.07291666666666667,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho75,judge_correct,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.046875,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.020833333333333332,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,judge_correct,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,1.0,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,empirical_cells,em,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.06666666666666667,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,relation_balanced,em,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.25,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.0,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho25,em,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.0,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho50,em,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.0,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho75,em,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.0,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,em,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.0,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,em,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,1.0,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,empirical_cells,f1,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.09555555555555556,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,relation_balanced,f1,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.2876736111111111,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.0625,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho25,f1,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.05329861111111111,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho50,f1,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.044097222222222225,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho75,f1,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.034895833333333334,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,f1,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,0.025694444444444443,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,f1,conditioned|requested_B=20,conditioned,legacy,Conditioned,,,,False,20,True,True,rel:3,1.0,1.0,19.0,20.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,empirical_cells,judge_correct,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.11666666666666667,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,relation_balanced,judge_correct,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.3802083333333333,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,judge_correct,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.25,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho25,judge_correct,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.19270833333333331,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho50,judge_correct,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.13541666666666669,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho75,judge_correct,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.078125,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.020833333333333332,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,judge_correct,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,1.0,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,empirical_cells,em,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.1,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,relation_balanced,em,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.375,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.25,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho25,em,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.1875,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho50,em,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.125,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho75,em,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.0625,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,em,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.0,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,em,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,1.0,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,empirical_cells,f1,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.12246342981637098,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,relation_balanced,f1,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.40111704403983817,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.29166666666666663,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho25,f1,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.22403371070650485,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho50,f1,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.156400754746343,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho75,f1,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.08876779878618113,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,f1,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,0.0211348428260193,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,f1,conditioned|requested_B=40,conditioned,legacy,Conditioned,,,,False,40,True,True,rel:3,1.0,1.0,35.5,36.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,empirical_cells,judge_correct,conditioned|requested_B=80,conditioned,legacy,Conditioned,,,,False,80,True,True,rel:3,1.0,0.16666666666666669,71.25,76.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,relation_balanced,judge_correct,conditioned|requested_B=80,conditioned,legacy,Conditioned,,,,False,80,True,True,rel:3,1.0,0.5104166666666667,71.25,76.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,judge_correct,conditioned|requested_B=80,conditioned,legacy,Conditioned,,,,False,80,True,True,rel:3,1.0,0.5,71.25,76.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho25,judge_correct,conditioned|requested_B=80,conditioned,legacy,Conditioned,,,,False,80,True,True,rel:3,1.0,0.38541666666666663,71.25,76.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho50,judge_correct,conditioned|requested_B=80,conditioned,legacy,Conditioned,,,,False,80,True,True,rel:3,1.0,0.27083333333333337,71.25,76.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho75,judge_correct,conditioned|requested_B=80,conditioned,legacy,Conditioned,,,,False,80,True,True,rel:3,1.0,0.15625,71.25,76.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,conditioned|requested_B=80,conditioned,legacy,Conditioned,,,,False,80,True,True,rel:3,1.0,0.041666666666666664,71.25,76.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,judge_correct,conditioned|requested_B=80,conditioned,legacy,Conditioned,,,,False,80,True,True,rel:3,1.0,1.0,71.25,76.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,empirical_cells,em,conditioned|requested_B=80,conditioned,legacy,Conditioned,,,,False,80,True,True,rel:3,1.0,0.11666666666666667,71.25,76.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,relation_balanced,em,conditioned|requested_B=80,conditioned,legacy,Conditioned,,,,False,80,True,True,rel:3,1.0,0.4375,71.25,76.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,conditioned|requested_B=80,conditioned,legacy,Conditioned,,,,False,80,True,True,rel:3,1.0,0.375,71.25,76.0,4
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,rho25,em,conditioned|requested_B=80,conditioned,legacy,Conditioned,,,,False,80,True,True,rel:3,1.0,0.28125,71.25,76.0,4
