stack_id,dataset,future_distribution,metric,scope,constraint_budget,configuration_id,policy,policy_family,preference_id,future_share,requested_budget,u_now,u_future,cost,classification,dominated_by_legacy,dominates_legacy,incremental_hypervolume
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,160.0,split__l0|requested_B=80,split__l0,split,l0,0.0,80,0.765625,0.10520833333333335,73.5625,dominated_by_legacy,"[""conditioned|requested_B=160"", ""reusable|requested_B=160"", ""reusable|requested_B=80""]","[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,160.0,split__l1|requested_B=160,split__l1,split,l1,0.5,160,0.78125,0.30208333333333337,145.765625,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=160"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.012646484374999878
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,160.0,split__l1|requested_B=40,split__l1,split,l1,0.5,40,0.78125,0.09791666666666668,36.3125,dominated_by_legacy,"[""reusable|requested_B=80""]","[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",-5.551115123125783e-17
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,160.0,split__l1|requested_B=80,split__l1,split,l1,0.5,80,0.765625,0.17812500000000003,71.96875,dominated_by_legacy,"[""reusable|requested_B=160""]","[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,160.0,split__l3|requested_B=160,split__l3,split,l3,0.75,160,0.78125,0.35520833333333335,145.921875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=160"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.031738281249999944
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,160.0,split__l3|requested_B=40,split__l3,split,l3,0.75,40,0.640625,0.11770833333333333,37.515625,dominated_by_legacy,"[""conditioned|requested_B=160"", ""reusable|requested_B=160"", ""reusable|requested_B=80""]","[""generic|requested_B=20""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,160.0,split__l3|requested_B=80,split__l3,split,l3,0.75,80,0.796875,0.18958333333333333,72.6875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=20"", ""reusable|requested_B=40"", ""reusable|requested_B=80""]",0.0010091145833333037
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,160.0,split__linf|requested_B=160,split__linf,split,linf,1.0,160,0.015625,0.35000000000000003,144.96875,dominated_by_legacy,"[""generic|requested_B=160""]",[],0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,160.0,split__linf|requested_B=40,split__linf,split,linf,1.0,40,0.09375,0.10833333333333334,37.203125,dominated_by_legacy,"[""conditioned|requested_B=160"", ""generic|requested_B=160"", ""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=160"", ""reusable|requested_B=80""]","[""generic|requested_B=20""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,160.0,split__linf|requested_B=80,split__linf,split,linf,1.0,80,0.03125,0.203125,75.203125,dominated_by_legacy,"[""generic|requested_B=160"", ""reusable|requested_B=160""]",[],0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,40.0,split__l0p333|requested_B=40,split__l0p333,split,l0p333,0.25,40,0.78125,0.08958333333333333,36.96875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.010807291666666677
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,40.0,split__l0|requested_B=40,split__l0,split,l0,0.0,40,0.75,0.0625,35.734375,dominated_by_legacy,"[""conditioned|requested_B=40"", ""reusable|requested_B=40""]","[""conditioned|requested_B=20"", ""generic|requested_B=20"", ""reusable|requested_B=20""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,40.0,split__l1|requested_B=40,split__l1,split,l1,0.5,40,0.78125,0.09791666666666668,36.3125,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.015364583333333348
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,40.0,split__l3|requested_B=40,split__l3,split,l3,0.75,40,0.640625,0.11770833333333333,37.515625,frontier_shift_and_dominance,[],"[""generic|requested_B=20""]",0.018619791666666677
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,40.0,split__linf|requested_B=40,split__linf,split,linf,1.0,40,0.09375,0.10833333333333334,37.203125,dominated_by_legacy,"[""generic|requested_B=40""]","[""generic|requested_B=20""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,80.0,scalar__l0p333|requested_B=80,scalar__l0p333,scalar,l0p333,0.25,80,0.765625,0.19583333333333336,72.171875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.026123046875000028
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,80.0,scalar__l0|requested_B=80,scalar__l0,scalar,l0,0.0,80,0.78125,0.16666666666666666,72.578125,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.0049804687499999944
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,80.0,scalar__l1|requested_B=80,scalar__l1,scalar,l1,0.5,80,0.765625,0.17291666666666666,71.90625,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.00857747395833336
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,80.0,scalar__l3|requested_B=80,scalar__l3,scalar,l3,0.75,80,0.765625,0.18125000000000002,72.03125,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.01495768229166669
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,80.0,scalar__linf|requested_B=80,scalar__linf,scalar,linf,1.0,80,0.75,0.18229166666666669,72.65625,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=20""]",0.015364583333333348
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,80.0,split__l0p333|requested_B=40,split__l0p333,split,l0p333,0.25,40,0.78125,0.08958333333333333,36.96875,dominated_by_legacy,"[""reusable|requested_B=80""]","[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",2.7755575615628914e-17
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,80.0,split__l0p333|requested_B=80,split__l0p333,split,l0p333,0.25,80,0.765625,0.14479166666666665,71.5625,dominated_by_legacy,"[""reusable|requested_B=80""]","[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,80.0,split__l0|requested_B=40,split__l0,split,l0,0.0,40,0.75,0.0625,35.734375,dominated_by_legacy,"[""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""reusable|requested_B=40"", ""reusable|requested_B=80""]","[""conditioned|requested_B=20"", ""generic|requested_B=20"", ""reusable|requested_B=20""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,80.0,split__l0|requested_B=80,split__l0,split,l0,0.0,80,0.765625,0.10520833333333335,73.5625,dominated_by_legacy,"[""reusable|requested_B=80""]","[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,80.0,split__l1|requested_B=40,split__l1,split,l1,0.5,40,0.78125,0.09791666666666668,36.3125,dominated_by_legacy,"[""reusable|requested_B=80""]","[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",2.7755575615628914e-17
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,80.0,split__l1|requested_B=80,split__l1,split,l1,0.5,80,0.765625,0.17812500000000003,71.96875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.012565104166666674
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,80.0,split__l3|requested_B=40,split__l3,split,l3,0.75,40,0.640625,0.11770833333333333,37.515625,dominated_by_legacy,"[""reusable|requested_B=80""]","[""generic|requested_B=20""]",2.7755575615628914e-17
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,80.0,split__l3|requested_B=80,split__l3,split,l3,0.75,80,0.796875,0.18958333333333333,72.6875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=20"", ""reusable|requested_B=40"", ""reusable|requested_B=80""]",0.022347005208333326
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,80.0,split__linf|requested_B=40,split__linf,split,linf,1.0,40,0.09375,0.10833333333333334,37.203125,dominated_by_legacy,"[""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=80""]","[""generic|requested_B=20""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,80.0,split__linf|requested_B=80,split__linf,split,linf,1.0,80,0.03125,0.203125,75.203125,frontier_expansion,[],[],0.0010091145833333315
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,f1,deployable,160.0,scalar__l0p333|requested_B=80,scalar__l0p333,scalar,l0p333,0.25,80,0.8697916666666666,0.23747316341066343,72.171875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""generic|requested_B=20"", ""generic|requested_B=40""]",0.00012911506624885272
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,f1,deployable,160.0,scalar__l0|requested_B=80,scalar__l0,scalar,l0,0.0,80,0.8901041666666667,0.20395922738753622,72.578125,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=20""]",0.0003681848824599321
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,f1,deployable,160.0,scalar__l1|requested_B=80,scalar__l1,scalar,l1,0.5,80,0.8802083333333333,0.21350681725681725,71.90625,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=40"", ""generic|requested_B=20"", ""generic|requested_B=40""]",0.00033351353236604764
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,f1,deployable,160.0,scalar__l3|requested_B=80,scalar__l3,scalar,l3,0.75,80,0.8802083333333333,0.21892450516531398,72.03125,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=40"", ""generic|requested_B=20"", ""generic|requested_B=40""]",0.0004040563436746303
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,f1,deployable,160.0,scalar__linf|requested_B=80,scalar__linf,scalar,linf,1.0,80,0.8692708333333332,0.2219969477690066,72.65625,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""generic|requested_B=20"", ""generic|requested_B=40""]",7.104993707895968e-05
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,f1,deployable,160.0,split__l0p333|requested_B=160,split__l0p333,split,l0p333,0.25,160,0.8979166666666667,0.29012400793650794,143.34375,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=20"", ""reusable|requested_B=40"", ""reusable|requested_B=80""]",0.0036307789884449937
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,f1,deployable,160.0,split__l0p333|requested_B=40,split__l0p333,split,l0p333,0.25,40,0.8979166666666667,0.14368952228327228,36.96875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.0003741914642793609
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,f1,deployable,160.0,split__l0p333|requested_B=80,split__l0p333,split,l0p333,0.25,80,0.8901041666666667,0.1865674603174603,71.5625,dominated_by_legacy,"[""reusable|requested_B=80""]","[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=20""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,f1,deployable,160.0,split__l0|requested_B=160,split__l0,split,l0,0.0,160,0.8953125,0.2302388699263699,142.609375,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""reusable|requested_B=20"", ""reusable|requested_B=40"", ""reusable|requested_B=80""]",0.0011909782112418665
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,f1,deployable,160.0,split__l0|requested_B=40,split__l0,split,l0,0.0,40,0.8796875,0.11401842081529581,35.734375,dominated_by_legacy,"[""conditioned|requested_B=80"", ""reusable|requested_B=80""]",[],-5.551115123125783e-17
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,f1,deployable,160.0,split__l0|requested_B=80,split__l0,split,l0,0.0,80,0.8901041666666667,0.1530107855107855,73.5625,dominated_by_legacy,"[""reusable|requested_B=80""]","[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=20""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,f1,deployable,160.0,split__l1|requested_B=160,split__l1,split,l1,0.5,160,0.8979166666666667,0.37019510582010584,145.765625,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=160"", ""reusable|requested_B=20"", ""reusable|requested_B=40"", ""reusable|requested_B=80""]",0.0233115970822676
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,f1,deployable,160.0,split__l1|requested_B=40,split__l1,split,l1,0.5,40,0.8979166666666667,0.15187251984126984,36.3125,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.00039550135375332474
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,f1,deployable,160.0,split__l1|requested_B=80,split__l1,split,l1,0.5,80,0.8848958333333333,0.23386863425925924,71.96875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40""]",0.0008141522467694506
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,f1,deployable,160.0,split__l3|requested_B=160,split__l3,split,l3,0.75,160,0.8932291666666666,0.41340195105820104,145.921875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=160"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.036527557930471244
