stack_id,stack_label,dataset,future_distribution,metric,scope,constraint_budget,objective_lambda,objective_lambda_infinite,objective_lambda_label,intended_preference_id,intended_allocation_alpha,n_feasible_structured_arms,best_observed_scalar_score,winner_config_ids,winner_policy_ids,winner_allocation_alphas,winner_nondominated_flags,winner_frontier_probabilities,n_winner_ties,intended_configuration_ids,intended_best_configuration_ids,intended_alpha_scalar_score,intended_alpha_scalar_regret,intended_alpha_is_objective_winner,intended_alpha_is_nondominated,intended_alpha_frontier_probability,intended_alpha_is_stably_supported,frontier_stability_threshold,interpretation
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=17",squad_groups,empirical_questions,judge_correct,deployable,80.0,0.0,False,0,l0,0.0,3,0.875,"[""split__l0|requested_B=80""]","[""split__l0""]",[0.0],[true],[0.9284],1,"[""split__l0|requested_B=80""]","[""split__l0|requested_B=80""]",0.875,0.0,True,True,0.9284,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=17",squad_groups,empirical_questions,judge_correct,deployable,80.0,0.3333333333333333,False,0.333333,l0p333,0.25,3,1.0011574074074074,"[""split__l0|requested_B=80""]","[""split__l0""]",[0.0],[true],[0.9284],1,[],[],,,False,False,,False,0.8,intended_alpha_arm_unavailable
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=17",squad_groups,empirical_questions,judge_correct,deployable,80.0,1.0,False,1,l1,0.5,3,1.2951388888888888,"[""split__l1|requested_B=80""]","[""split__l1""]",[0.5],[true],[0.9962],1,"[""split__l1|requested_B=80""]","[""split__l1|requested_B=80""]",1.2951388888888888,0.0,True,True,0.9962,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=17",squad_groups,empirical_questions,judge_correct,deployable,80.0,3.0,False,3,l3,0.75,3,2.239583333333333,"[""split__l1|requested_B=80""]","[""split__l1""]",[0.5],[true],[0.9962],1,[],[],,,False,False,,False,0.8,intended_alpha_arm_unavailable
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=17",squad_groups,empirical_questions,judge_correct,deployable,80.0,,True,∞,linf,1.0,3,0.5659722222222222,"[""split__linf|requested_B=80""]","[""split__linf""]",[1.0],[true],[0.998],1,"[""split__linf|requested_B=80""]","[""split__linf|requested_B=80""]",0.5659722222222222,0.0,True,True,0.998,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,em,deployable,80.0,0.0,False,0,l0,0.0,3,0.5625,"[""split__l0|requested_B=80"", ""split__l1|requested_B=80""]","[""split__l0"", ""split__l1""]","[0.0, 0.5]","[false, true]","[0.5616, 0.8362]",2,"[""split__l0|requested_B=80""]","[""split__l0|requested_B=80""]",0.5625,0.0,True,False,0.5616,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,em,deployable,80.0,0.3333333333333333,False,0.333333,l0p333,0.25,3,0.6435185185185185,"[""split__l1|requested_B=80""]","[""split__l1""]",[0.5],[true],[0.8362],1,[],[],,,False,False,,False,0.8,intended_alpha_arm_unavailable
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,em,deployable,80.0,1.0,False,1,l1,0.5,3,0.8055555555555556,"[""split__l1|requested_B=80""]","[""split__l1""]",[0.5],[true],[0.8362],1,"[""split__l1|requested_B=80""]","[""split__l1|requested_B=80""]",0.8055555555555556,0.0,True,True,0.8362,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,em,deployable,80.0,3.0,False,3,l3,0.75,3,1.3125,"[""split__linf|requested_B=80""]","[""split__linf""]",[1.0],[true],[1.0],1,[],[],,,False,False,,False,0.8,intended_alpha_arm_unavailable
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,em,deployable,80.0,,True,∞,linf,1.0,3,0.37152777777777773,"[""split__linf|requested_B=80""]","[""split__linf""]",[1.0],[true],[1.0],1,"[""split__linf|requested_B=80""]","[""split__linf|requested_B=80""]",0.37152777777777773,0.0,True,True,1.0,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,f1,deployable,80.0,0.0,False,0,l0,0.0,3,0.7340655412806149,"[""split__l1|requested_B=80""]","[""split__l1""]",[0.5],[true],[0.9184],1,"[""split__l0|requested_B=80""]","[""split__l0|requested_B=80""]",0.7275015084781918,0.006564032802423014,False,False,0.4972,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,f1,deployable,80.0,0.3333333333333333,False,0.333333,l0p333,0.25,3,0.8569146933554237,"[""split__l1|requested_B=80""]","[""split__l1""]",[0.5],[true],[0.9184],1,[],[],,,False,False,,False,0.8,intended_alpha_arm_unavailable
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,f1,deployable,80.0,1.0,False,1,l1,0.5,3,1.1026129975050414,"[""split__l1|requested_B=80""]","[""split__l1""]",[0.5],[true],[0.9184],1,"[""split__l1|requested_B=80""]","[""split__l1|requested_B=80""]",1.1026129975050414,0.0,True,True,0.9184,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,f1,deployable,80.0,3.0,False,3,l3,0.75,3,1.8921431372294857,"[""split__linf|requested_B=80""]","[""split__linf""]",[1.0],[true],[1.0],1,[],[],,,False,False,,False,0.8,intended_alpha_arm_unavailable
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,f1,deployable,80.0,,True,∞,linf,1.0,3,0.5186565487894983,"[""split__linf|requested_B=80""]","[""split__linf""]",[1.0],[true],[1.0],1,"[""split__linf|requested_B=80""]","[""split__linf|requested_B=80""]",0.5186565487894983,0.0,True,True,1.0,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,judge_correct,deployable,80.0,0.0,False,0,l0,0.0,3,0.8645833333333334,"[""split__l1|requested_B=80""]","[""split__l1""]",[0.5],[true],[0.9544],1,"[""split__l0|requested_B=80""]","[""split__l0|requested_B=80""]",0.8541666666666666,0.01041666666666674,False,False,0.3802,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,judge_correct,deployable,80.0,0.3333333333333333,False,0.333333,l0p333,0.25,3,1.0243055555555556,"[""split__l1|requested_B=80""]","[""split__l1""]",[0.5],[true],[0.9544],1,[],[],,,False,False,,False,0.8,intended_alpha_arm_unavailable
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,judge_correct,deployable,80.0,1.0,False,1,l1,0.5,3,1.34375,"[""split__l1|requested_B=80""]","[""split__l1""]",[0.5],[true],[0.9544],1,"[""split__l1|requested_B=80""]","[""split__l1|requested_B=80""]",1.34375,0.0,True,True,0.9544,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,judge_correct,deployable,80.0,3.0,False,3,l3,0.75,3,2.3020833333333335,"[""split__l1|requested_B=80""]","[""split__l1""]",[0.5],[true],[0.9544],1,[],[],,,False,False,,False,0.8,intended_alpha_arm_unavailable
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,judge_correct,deployable,80.0,,True,∞,linf,1.0,3,0.6006944444444443,"[""split__linf|requested_B=80""]","[""split__linf""]",[1.0],[true],[0.9998],1,"[""split__linf|requested_B=80""]","[""split__linf|requested_B=80""]",0.6006944444444443,0.0,True,True,0.9998,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=43,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=43",squad_groups,empirical_questions,em,deployable,80.0,0.0,False,0,l0,0.0,3,0.5833333333333334,"[""split__l0|requested_B=80""]","[""split__l0""]",[0.0],[true],[0.8074],1,"[""split__l0|requested_B=80""]","[""split__l0|requested_B=80""]",0.5833333333333334,0.0,True,True,0.8074,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=43,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=43",squad_groups,empirical_questions,em,deployable,80.0,0.3333333333333333,False,0.333333,l0p333,0.25,3,0.6516203703703703,"[""split__l0|requested_B=80""]","[""split__l0""]",[0.0],[true],[0.8074],1,[],[],,,False,False,,False,0.8,intended_alpha_arm_unavailable
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=43,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=43",squad_groups,empirical_questions,em,deployable,80.0,1.0,False,1,l1,0.5,3,0.7881944444444444,"[""split__l0|requested_B=80""]","[""split__l0""]",[0.0],[true],[0.8074],1,"[""split__l1|requested_B=80""]","[""split__l1|requested_B=80""]",0.7777777777777778,0.01041666666666663,False,True,0.6644,False,0.8,nondominated_but_not_objective_supported
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=43,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=43",squad_groups,empirical_questions,em,deployable,80.0,3.0,False,3,l3,0.75,3,1.3854166666666667,"[""split__linf|requested_B=80""]","[""split__linf""]",[1.0],[true],[0.9998],1,[],[],,,False,False,,False,0.8,intended_alpha_arm_unavailable
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=43,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=43",squad_groups,empirical_questions,em,deployable,80.0,,True,∞,linf,1.0,3,0.3541666666666667,"[""split__linf|requested_B=80""]","[""split__linf""]",[1.0],[true],[0.9998],1,"[""split__linf|requested_B=80""]","[""split__linf|requested_B=80""]",0.3541666666666667,0.0,True,True,0.9998,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=43,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=43",squad_groups,empirical_questions,f1,deployable,80.0,0.0,False,0,l0,0.0,3,0.7294355239667739,"[""split__l1|requested_B=80""]","[""split__l1""]",[0.5],[true],[0.9262],1,"[""split__l0|requested_B=80""]","[""split__l0|requested_B=80""]",0.7159221854534353,0.01351333851333858,False,False,0.4486,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=43,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=43",squad_groups,empirical_questions,f1,deployable,80.0,0.3333333333333333,False,0.333333,l0p333,0.25,3,0.8426643622990801,"[""split__l1|requested_B=80""]","[""split__l1""]",[0.5],[true],[0.9262],1,[],[],,,False,False,,False,0.8,intended_alpha_arm_unavailable
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=43,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=43",squad_groups,empirical_questions,f1,deployable,80.0,1.0,False,1,l1,0.5,3,1.0691220389636926,"[""split__l1|requested_B=80""]","[""split__l1""]",[0.5],[true],[0.9262],1,"[""split__l1|requested_B=80""]","[""split__l1|requested_B=80""]",1.0691220389636926,0.0,True,True,0.9262,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=43,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=43",squad_groups,empirical_questions,f1,deployable,80.0,3.0,False,3,l3,0.75,3,1.9139487188006923,"[""split__linf|requested_B=80""]","[""split__linf""]",[1.0],[true],[1.0],1,[],[],,,False,False,,False,0.8,intended_alpha_arm_unavailable
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=43,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=43",squad_groups,empirical_questions,f1,deployable,80.0,,True,∞,linf,1.0,3,0.4971235437929516,"[""split__linf|requested_B=80""]","[""split__linf""]",[1.0],[true],[1.0],1,"[""split__linf|requested_B=80""]","[""split__linf|requested_B=80""]",0.4971235437929516,0.0,True,True,1.0,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=43,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=43",squad_groups,empirical_questions,judge_correct,deployable,80.0,0.0,False,0,l0,0.0,3,0.84375,"[""split__l1|requested_B=80""]","[""split__l1""]",[0.5],[true],[0.9836],1,"[""split__l0|requested_B=80""]","[""split__l0|requested_B=80""]",0.7916666666666666,0.05208333333333337,False,False,0.1668,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=43,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=43",squad_groups,empirical_questions,judge_correct,deployable,80.0,0.3333333333333333,False,0.333333,l0p333,0.25,3,0.9918981481481481,"[""split__l1|requested_B=80""]","[""split__l1""]",[0.5],[true],[0.9836],1,[],[],,,False,False,,False,0.8,intended_alpha_arm_unavailable
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=43,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=43",squad_groups,empirical_questions,judge_correct,deployable,80.0,1.0,False,1,l1,0.5,3,1.2881944444444444,"[""split__l1|requested_B=80""]","[""split__l1""]",[0.5],[true],[0.9836],1,"[""split__l1|requested_B=80""]","[""split__l1|requested_B=80""]",1.2881944444444444,0.0,True,True,0.9836,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=43,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=43",squad_groups,empirical_questions,judge_correct,deployable,80.0,3.0,False,3,l3,0.75,3,2.3229166666666665,"[""split__linf|requested_B=80""]","[""split__linf""]",[1.0],[true],[0.9998],1,[],[],,,False,False,,False,0.8,intended_alpha_arm_unavailable
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=43,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=43",squad_groups,empirical_questions,judge_correct,deployable,80.0,,True,∞,linf,1.0,3,0.6006944444444444,"[""split__linf|requested_B=80""]","[""split__linf""]",[1.0],[true],[0.9998],1,"[""split__linf|requested_B=80""]","[""split__linf|requested_B=80""]",0.6006944444444444,0.0,True,True,0.9998,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,empirical_cells,em,deployable,40.0,0.0,False,0,l0,0.0,5,0.78125,"[""split__l0p333|requested_B=40"", ""split__l1|requested_B=40""]","[""split__l0p333"", ""split__l1""]","[0.25, 0.5]","[false, true]","[0.1582, 0.8442]",2,"[""split__l0|requested_B=40""]","[""split__l0|requested_B=40""]",0.75,0.03125,False,False,0.0018,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,empirical_cells,em,deployable,40.0,0.3333333333333333,False,0.333333,l0p333,0.25,5,0.8138888888888889,"[""split__l1|requested_B=40""]","[""split__l1""]",[0.5],[true],[0.8442],1,"[""split__l0p333|requested_B=40""]","[""split__l0p333|requested_B=40""]",0.8111111111111111,0.002777777777777768,False,False,0.1582,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,empirical_cells,em,deployable,40.0,1.0,False,1,l1,0.5,5,0.8791666666666667,"[""split__l1|requested_B=40""]","[""split__l1""]",[0.5],[true],[0.8442],1,"[""split__l1|requested_B=40""]","[""split__l1|requested_B=40""]",0.8791666666666667,0.0,True,True,0.8442,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,empirical_cells,em,deployable,40.0,3.0,False,3,l3,0.75,5,1.0750000000000002,"[""split__l1|requested_B=40""]","[""split__l1""]",[0.5],[true],[0.8442],1,"[""split__l3|requested_B=40""]","[""split__l3|requested_B=40""]",0.99375,0.08125000000000016,False,True,0.9914,False,0.8,nondominated_but_not_objective_supported
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,empirical_cells,em,deployable,40.0,,True,∞,linf,1.0,5,0.11770833333333333,"[""split__l3|requested_B=40""]","[""split__l3""]",[0.75],[true],[0.9914],1,"[""split__linf|requested_B=40""]","[""split__linf|requested_B=40""]",0.10833333333333334,0.009374999999999994,False,False,0.0074,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,empirical_cells,em,deployable,80.0,0.0,False,0,l0,0.0,10,0.796875,"[""split__l3|requested_B=80""]","[""split__l3""]",[0.75],[true],[0.8652],1,"[""split__l0|requested_B=80""]","[""split__l0|requested_B=80""]",0.765625,0.03125,False,False,0.0,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,empirical_cells,em,deployable,80.0,0.3333333333333333,False,0.333333,l0p333,0.25,10,0.8600694444444444,"[""split__l3|requested_B=80""]","[""split__l3""]",[0.75],[true],[0.8652],1,"[""split__l0p333|requested_B=80""]","[""split__l0p333|requested_B=80""]",0.8138888888888889,0.04618055555555556,False,False,0.0,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,empirical_cells,em,deployable,80.0,1.0,False,1,l1,0.5,10,0.9864583333333333,"[""split__l3|requested_B=80""]","[""split__l3""]",[0.75],[true],[0.8652],1,"[""split__l1|requested_B=80""]","[""split__l1|requested_B=80""]",0.9437500000000001,0.04270833333333324,False,False,0.0072,False,0.8,tradeoff_level_not_on_frontier
