stack_id,stack_label,dataset,future_distribution,metric,configuration_id,policy,policy_family,policy_label,preference_id,future_share,lambda,lambda_infinite,requested_budget,deployable,analysis_eligible,context_id,n_rotations,scope,u_now,u_future,cost,feasibility_cost,n_contexts,regime_id,config_id,equivalence_id,equivalent_config_ids,equivalence_size,dominated,nondominated,dominated_by,u_now_lo,u_now_hi,u_future_lo,u_future_hi,cost_lo,cost_hi
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=17",squad_groups,empirical_questions,f1,split__l1|requested_B=80,split__l1,split,"Structured allocation, α=0.5",l1,0.5,1.0,False,80,True,True,sq:24,96,all,0.7222214193084335,0.3626268610071177,73.625,80.0,24,"stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""f1"",scope=""all""","configuration_id=""split__l1|requested_B=80""","stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""f1"",scope=""all""|eq=0002","['configuration_id=""split__l1|requested_B=80""']",1,False,True,[],0.6416694283667518,0.7987839375779919,0.31091984530222244,0.4137265434898706,72.78125,74.39583333333333
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=17",squad_groups,empirical_questions,f1,split__linf|requested_B=80,split__linf,split,"Structured allocation, α=1",linf,1.0,,True,80,True,True,sq:24,96,all,0.3629297303776471,0.45234015565784785,74.8125,80.0,24,"stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""f1"",scope=""all""","configuration_id=""split__linf|requested_B=80""","stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""f1"",scope=""all""|eq=0001","['configuration_id=""split__linf|requested_B=80""']",1,False,True,[],0.275413566468254,0.4581930489938302,0.39325947143820755,0.511905325228923,74.0625,75.51041666666667
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=17",squad_groups,empirical_questions,judge_correct,split__l0|requested_B=80,split__l0,split,"Structured allocation, α=0",l0,0.0,0.0,False,80,True,True,sq:24,96,deployable,0.875,0.37847222222222215,73.5625,80.0,24,"stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""judge_correct"",scope=""deployable""","configuration_id=""split__l0|requested_B=80""","stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""judge_correct"",scope=""deployable""|eq=0003","['configuration_id=""split__l0|requested_B=80""']",1,False,True,[],0.8229166666666666,0.9270833333333334,0.3020833333333333,0.4549479166666655,72.47916666666667,74.55234374999999
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=17",squad_groups,empirical_questions,judge_correct,split__l1|requested_B=80,split__l1,split,"Structured allocation, α=0.5",l1,0.5,1.0,False,80,True,True,sq:24,96,deployable,0.8229166666666666,0.47222222222222215,73.625,80.0,24,"stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""judge_correct"",scope=""deployable""","configuration_id=""split__l1|requested_B=80""","stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""judge_correct"",scope=""deployable""|eq=0002","['configuration_id=""split__l1|requested_B=80""']",1,False,True,[],0.75,0.8854166666666666,0.4097222222222223,0.5277777777777778,72.79166666666667,74.40625
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=17",squad_groups,empirical_questions,judge_correct,split__linf|requested_B=80,split__linf,split,"Structured allocation, α=1",linf,1.0,,True,80,True,True,sq:24,96,deployable,0.4583333333333333,0.5659722222222222,74.8125,80.0,24,"stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""judge_correct"",scope=""deployable""","configuration_id=""split__linf|requested_B=80""","stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""judge_correct"",scope=""deployable""|eq=0001","['configuration_id=""split__linf|requested_B=80""']",1,False,True,[],0.3541666666666667,0.5625,0.49652777777777773,0.6354166666666666,74.05208333333333,75.50026041666666
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=17",squad_groups,empirical_questions,judge_correct,split__l0|requested_B=80,split__l0,split,"Structured allocation, α=0",l0,0.0,0.0,False,80,True,True,sq:24,96,all,0.875,0.37847222222222215,73.5625,80.0,24,"stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""judge_correct"",scope=""all""","configuration_id=""split__l0|requested_B=80""","stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""judge_correct"",scope=""all""|eq=0003","['configuration_id=""split__l0|requested_B=80""']",1,False,True,[],0.8125,0.9270833333333334,0.3055555555555555,0.4583333333333333,72.43723958333334,74.54166666666667
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=17",squad_groups,empirical_questions,judge_correct,split__l1|requested_B=80,split__l1,split,"Structured allocation, α=0.5",l1,0.5,1.0,False,80,True,True,sq:24,96,all,0.8229166666666666,0.47222222222222215,73.625,80.0,24,"stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""judge_correct"",scope=""all""","configuration_id=""split__l1|requested_B=80""","stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""judge_correct"",scope=""all""|eq=0002","['configuration_id=""split__l1|requested_B=80""']",1,False,True,[],0.75,0.8854166666666666,0.41319444444444436,0.5277777777777778,72.80208333333333,74.39583333333333
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=17",squad_groups,empirical_questions,judge_correct,split__linf|requested_B=80,split__linf,split,"Structured allocation, α=1",linf,1.0,,True,80,True,True,sq:24,96,all,0.4583333333333333,0.5659722222222222,74.8125,80.0,24,"stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""judge_correct"",scope=""all""","configuration_id=""split__linf|requested_B=80""","stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=17"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""judge_correct"",scope=""all""|eq=0001","['configuration_id=""split__linf|requested_B=80""']",1,False,True,[],0.3541666666666667,0.5625,0.5,0.6354166666666667,74.06223958333334,75.52083333333333
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,em,split__l0|requested_B=80,split__l0,split,"Structured allocation, α=0",l0,0.0,0.0,False,80,True,True,sq:24,96,deployable,0.5625,0.22222222222222218,73.1875,80.0,24,"stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""em"",scope=""deployable""","configuration_id=""split__l0|requested_B=80""","stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""em"",scope=""deployable""|eq=0002","['configuration_id=""split__l0|requested_B=80""']",1,False,True,[],0.4583333333333333,0.6666666666666666,0.17013888888888892,0.27430555555555547,72.59375,73.79166666666667
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,em,split__l1|requested_B=80,split__l1,split,"Structured allocation, α=0.5",l1,0.5,1.0,False,80,True,True,sq:24,96,deployable,0.5625,0.24305555555555555,73.23958333333333,80.0,24,"stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""em"",scope=""deployable""","configuration_id=""split__l1|requested_B=80""","stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""em"",scope=""deployable""|eq=0003","['configuration_id=""split__l1|requested_B=80""']",1,False,True,[],0.46875,0.65625,0.1944444444444444,0.2986111111111111,72.46875,73.97916666666667
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,em,split__linf|requested_B=80,split__linf,split,"Structured allocation, α=1",linf,1.0,,True,80,True,True,sq:24,96,deployable,0.19791666666666666,0.37152777777777773,75.1875,80.0,24,"stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""em"",scope=""deployable""","configuration_id=""split__linf|requested_B=80""","stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""em"",scope=""deployable""|eq=0001","['configuration_id=""split__linf|requested_B=80""']",1,False,True,[],0.13541666666666666,0.2604166666666667,0.31597222222222215,0.4305555555555554,74.5,75.86458333333333
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,em,split__l0|requested_B=80,split__l0,split,"Structured allocation, α=0",l0,0.0,0.0,False,80,True,True,sq:24,96,all,0.5625,0.22222222222222218,73.1875,80.0,24,"stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""em"",scope=""all""","configuration_id=""split__l0|requested_B=80""","stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""em"",scope=""all""|eq=0002","['configuration_id=""split__l0|requested_B=80""']",1,False,True,[],0.4583333333333333,0.6666666666666666,0.17013888888888884,0.2743055555555556,72.59375,73.8125
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,em,split__l1|requested_B=80,split__l1,split,"Structured allocation, α=0.5",l1,0.5,1.0,False,80,True,True,sq:24,96,all,0.5625,0.24305555555555555,73.23958333333333,80.0,24,"stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""em"",scope=""all""","configuration_id=""split__l1|requested_B=80""","stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""em"",scope=""all""|eq=0003","['configuration_id=""split__l1|requested_B=80""']",1,False,True,[],0.46875,0.65625,0.19097222222222224,0.29513888888888895,72.46875,73.97916666666667
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,em,split__linf|requested_B=80,split__linf,split,"Structured allocation, α=1",linf,1.0,,True,80,True,True,sq:24,96,all,0.19791666666666666,0.37152777777777773,75.1875,80.0,24,"stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""em"",scope=""all""","configuration_id=""split__linf|requested_B=80""","stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""em"",scope=""all""|eq=0001","['configuration_id=""split__linf|requested_B=80""']",1,False,True,[],0.13541666666666666,0.2604166666666667,0.3159722222222222,0.4305555555555555,74.52083333333333,75.86458333333333
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29,"Llama-3.1-8B writer / Llama-3.1-8B reader, T=0.2, seed=29",squad_groups,empirical_questions,f1,split__l0|requested_B=80,split__l0,split,"Structured allocation, α=0",l0,0.0,0.0,False,80,True,True,sq:24,96,deployable,0.7275015084781918,0.34228621915642377,73.1875,80.0,24,"stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""f1"",scope=""deployable""","configuration_id=""split__l0|requested_B=80""","stack_id=""sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=29"",dataset=""squad_groups"",future_distribution=""empirical_questions"",metric=""f1"",scope=""deployable""|eq=0002","['configuration_id=""split__l0|requested_B=80""']",1,False,True,[],0.660477615886865,0.7942877466477021,0.29097071224988424,0.3987756195068508,72.61432291666667,73.84375
